_index,EPAV,ISCN,PACC,PAGE,PAGI,PAWR,PBCV,PBKT,PBSG,PBSK,PCAR,PCMT,PCOL,PCON,PCSA,PCTH,PCYL,PDPI,PDRO,PDRR,PEGO,PELU,PEPS,PFMS,PFNA,PGHE,PGID,PHGT,PHSN,PHTN,PIMP,PINJ,PJEN,PJMP,PKAC,PKPR,PKRT,PLBD,PLBK,PLCI,PLCP,PLHT,PLHY,PLIB,PLJM,PLMC,PLMO,PLNA,PLPE,PLPL,PLPM,PLPO,PLPR,PLPU,PLRL,PLSA,PLSC,PLSM,PLTR,PLZC,PMRR,POID,POVR,PPBF,PPBK,PPBS,PPLA,PQBS,PRBF,PRBK,PRBS,PROL,PRSE,PSA0,PSA1,PSA2,PSB0,PSB1,PSB2,PSBO,PSKI,PSPD,PSTA,PSTM,PSTN,PSTR,PSXP,PTAD,PTAK,PTAM,PTAS,PTEN,PTGH,PTHA,PTHP,PTOR,PTSA,PTUP,PVCO,PVSB,PVTS,PWGT,PYCF,PYRP,PYWT,SRRN,TGID,TRCB,TRFP,TRPB,TRSC,TRSP,TRTA,TRTR,TRTS,TSPM,PCBT,TRIC,PLTY,PPOS,TRCT,TRFB,TRFY,TRJR,TRDO,TRWU,PLDT,TRHM,PCPH,TRCL,PSA3,PSB3,TRBR,TRSW,TRBH,PICN,TRFK,TRTL,TRSB,PHAN,PSA4,PSB4,PSA5,PSB5,TRDS,PSA6,PSB6
1141,3,0,87,29,82,72,80,72,37,22,74,6165,160,1,23,83,1,23,1,72,91,76,TreadwellLaquon_17555,11,Laquon,233,17555,74,12,Crete,10,88,17,86,22,23,25,29367,21,80,0,15,-31,43,76,16,1,Treadwell,16,100,11,99,21,40,71,76,83,69,57,24,72,17555,68,15,43,11,20,0,29,48,35,0,3,23,0,0,0,0,0,0,1,85,83,28,0,71,8238,18,38,19,21,1,83,33,37,23,23,22,1,0,23,55,50,7,0,74,1009,4,2,2,1,1,0,0,0,1,0,1,11,3,1,1,1,1,0,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1142,5,1,87,30,84,99,98,97,36,29,96,2214,4,2,511,66,2,14,2,41,77,79,HenryDerrick_17557,12,Derrick,287,17557,75,8,Yulee,10,93,22,88,20,21,36,8246,49,47,1,33,-31,47,86,14,1,Henry,16,100,11,99,20,41,47,99,55,75,94,19,49,17557,99,38,68,43,15,0,31,42,35,3,0,389,389,0,122,700,0,822,3,93,98,5,0,87,8045,23,44,29,40,1,97,28,42,32,778,26,2,822,778,87,50,8,0,56,25,2,2,1,1,1,0,2,0,1,2,2,4,1,0,0,1,0,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1143,6,0,70,29,58,79,21,13,74,12,39,4204,4,3,329,42,3,15,2,3,85,53,RobinsonAShawn_17562,59,A'Shawn,194,17562,75,42,Fort Worth,10,89,94,66,17,17,9,43319,36,34,0,82,-31,87,23,18,1,Robinson,13,100,73,99,82,83,15,25,37,17,33,26,5,17562,72,45,44,44,6,0,45,45,46,0,5,50,411,205,279,454,850,1583,2,66,79,20,0,85,8197,6,87,6,6,1,90,21,23,6,666,17,3,1583,666,160,50,8,0,13,21,4,2,1,0,1,0,0,0,1,2,2,27,11,0,0,0,0,0,0,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1144,4,1,76,31,78,70,80,70,21,61,65,6148,139,1,788,27,1,29,3,15,53,72,BrissettJacoby_17566,9,Jacoby,250,17566,76,8,West Palm Beach,10,91,7,72,20,21,14,23988,36,20,1,11,-31,31,62,12,1,Brissett,9,100,9,99,21,28,19,48,20,62,63,18,17,17566,70,18,17,14,81,1,10,16,10,0,3,138,0,0,650,0,0,650,1,80,89,35,0,73,7911,79,39,79,85,1,90,70,90,80,138,81,1,650,138,75,50,8,0,18,22,4,2,1,1,2,0,1,1,2,2,1,0,0,0,0,1,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1145,5,1,84,31,83,79,86,74,29,85,68,6123,55,5,4338,42,5,37,4,15,86,81,PrescottDak_17567,9,Dak,148,17567,74,17,Haughton,10,89,4,79,22,26,13,60213,29,20,5,40,-31,39,71,12,1,Prescott,9,100,9,99,21,33,19,67,20,51,73,18,17,17567,84,18,21,14,88,1,35,39,38,2,1,50,50,4000,4288,8938,2800,2613,1,84,95,5,34,75,8179,92,42,83,89,1,97,72,90,92,14100,89,5,2613,14100,78,50,8,9,18,11,3,2,1,1,2,0,1,1,1,0,2,2,0,0,0,1,0,0,0,11,0,0,0,4500,1700,0,0,0,0,0,0,0,0,5500,1700,0,0,0,0,0
1146,3,0,87,31,81,64,84,73,21,88,69,6135,102,1,99,72,1,32,6,47,74,77,DriskelJeff_17568,9,Jeff,24,17568,76,8,Oviedo,10,84,16,76,20,21,11,47541,46,65,0,11,-31,54,74,12,1,Driskel,9,100,9,99,21,28,58,54,67,61,62,18,54,17568,63,50,50,47,75,1,53,53,50,0,1,99,0,0,0,0,0,0,2,86,72,40,40,70,7986,64,24,67,74,1,85,68,84,75,99,77,1,0,99,75,50,7,0,60,26,3,2,1,1,3,0,1,1,0,1,1,3,0,0,0,1,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1147,4,0,76,31,74,50,69,45,21,60,64,2288,201,0,22,42,0,25,5,15,74,71,HoganKevin_17570,9,Kevin,5,17570,75,45,McLean,10,91,5,79,20,24,19,42164,20,18,0,11,-31,30,54,12,1,Hogan,9,100,9,99,21,28,19,56,20,46,48,18,17,17570,47,18,21,14,73,0,10,27,10,0,1,0,0,0,0,0,0,0,0,77,73,35,27,67,8054,64,39,63,75,1,91,70,79,71,0,69,0,0,0,58,50,7,0,18,1009,4,0,1,1,4,1,2,0,4,1,1,3,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1148,4,0,67,30,65,64,49,32,21,53,66,5653,87,0,98,23,0,12,6,15,69,64,SudfeldNate_17573,9,Nate,5,17573,78,4,Modesto,10,88,8,72,21,24,11,15541,13,19,0,11,-31,23,35,12,1,Sudfeld,9,100,9,99,21,28,19,27,20,24,26,18,17,17573,55,18,17,14,68,1,10,16,10,0,1,0,0,0,0,0,0,0,2,72,76,40,0,65,8226,68,30,70,77,1,84,70,84,69,0,74,0,0,0,67,50,7,0,18,1009,4,1,1,1,3,0,0,1,3,1,1,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1149,4,0,87,30,82,68,76,76,26,20,85,5346,11,0,22,58,0,18,5,37,77,78,WilliamsJonathan_17582,12,Jonathan,284,17582,72,42,Allen,10,84,18,83,20,21,62,4278,30,42,0,21,-31,28,81,14,1,Williams,16,100,11,99,20,28,39,81,42,73,76,19,45,17582,64,32,50,37,12,0,15,28,18,0,2,0,0,0,0,0,0,0,1,85,82,15,0,70,8266,15,31,18,20,1,80,19,26,14,0,11,0,0,0,57,50,7,0,52,1009,2,2,1,1,1,0,1,0,1,2,1,5,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1150,2,0,91,31,89,71,84,76,24,26,75,4502,158,1,90,80,1,9,2,75,83,86,ShepardSterling_17592,11,Sterling,179,17592,70,35,Oklahoma City,10,81,17,90,22,23,73,20661,26,81,0,15,-31,46,84,16,1,Shepard,16,100,11,99,21,40,78,49,83,75,41,24,74,17592,73,15,41,11,18,0,32,60,39,0,1,90,0,0,0,0,0,0,1,87,84,35,0,68,8213,17,33,20,22,1,86,22,27,21,90,27,1,0,90,36,50,8,0,74,6,4,2,1,1,1,0,2,0,1,0,1,10,3,1,1,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1151,3,0,90,29,85,75,85,75,39,22,71,556,167,1,240,93,1,24,2,74,70,82,BoydTyler_17593,11,Tyler,151,17593,74,37,Clairton,10,90,83,88,22,23,72,32054,29,88,0,15,-31,49,80,16,1,Boyd,16,100,11,99,21,37,74,40,88,73,38,24,75,17593,76,19,48,21,15,0,29,55,36,1,3,195,0,0,45,0,0,45,1,88,88,20,0,63,7903,33,24,38,43,1,83,27,52,31,195,22,1,45,195,43,50,8,0,76,30,4,2,1,1,1,0,2,0,1,0,1,12,3,1,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1152,1,0,90,29,89,77,82,75,22,22,73,4204,63,1,400,86,1,28,4,76,88,81,RobinsonDemarcus_17600,11,Demarcus,150,17600,73,9,Fort Valley,10,93,15,86,22,23,71,44086,26,83,0,15,-31,46,84,16,1,Robinson,16,100,11,99,21,34,76,48,84,73,38,24,74,17600,75,19,38,21,14,0,22,58,28,0,3,250,0,0,150,0,0,150,1,89,86,27,0,60,8198,16,23,18,21,1,76,18,24,18,250,19,1,150,250,43,50,8,1,75,24,4,2,1,1,1,0,0,0,1,0,1,9,3,1,1,0,1,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1153,4,0,71,31,76,61,52,30,21,56,59,64,11,1,154,26,1,26,6,15,65,74,AllenBrandon_17606,9,Brandon,55,17606,74,3,Fayetteville,10,85,17,70,20,21,13,11316,11,20,0,11,-31,21,47,12,1,Allen,9,100,9,99,21,28,19,31,20,28,29,18,17,17606,54,18,17,14,75,0,10,16,10,0,1,70,0,0,84,0,0,84,1,75,65,95,30,56,7876,70,24,69,78,1,75,71,82,72,70,72,1,84,70,49,50,8,1,18,15,4,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1154,2,0,90,31,88,64,86,79,19,25,73,1956,218,1,23,82,1,11,6,71,70,88,GrantJakeem_17620,11,Jakeem,195,17620,66,42,Mesquite,10,81,84,87,22,23,91,62644,22,73,0,15,-31,42,84,16,1,Grant Sr,16,100,11,99,21,39,64,34,77,77,34,24,69,17620,71,19,37,21,15,0,12,51,17,0,8,23,0,0,0,0,0,0,1,92,84,35,0,62,8025,21,20,26,28,1,77,31,35,23,23,18,1,0,23,10,50,8,0,71,1009,3,2,1,1,1,0,1,0,1,0,1,10,3,1,1,1,1,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1155,1,0,89,31,87,77,77,72,24,22,73,3467,37,1,23,84,1,9,4,74,78,81,MooreChris_17628,11,Chris,102,17628,73,8,Tampa,10,88,19,87,22,23,77,33461,26,82,0,15,-31,46,77,16,1,Moore,16,100,11,99,21,29,68,48,82,74,32,24,77,17628,73,19,40,21,6,0,20,55,27,0,1,23,0,0,0,0,0,0,1,89,80,75,0,58,8153,12,26,15,18,1,77,20,26,10,23,19,1,0,23,40,50,7,0,76,1009,4,2,1,1,1,0,0,0,1,0,1,12,3,1,1,0,1,1,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1156,4,0,85,31,81,60,63,51,45,37,69,103,29,0,22,79,0,511,63,54,30,78,AndersonStephen_17637,17,Stephen,182,17637,75,4,San Jose,10,91,40,88,19,21,39,61493,47,74,0,25,-31,62,63,14,1,Anderson,17,100,17,99,37,44,65,58,71,62,60,21,57,17637,62,58,59,54,35,0,59,59,54,0,7,0,0,0,0,0,0,0,1,81,83,30,0,74,7881,39,37,50,54,1,80,29,30,49,0,32,0,0,0,70,50,8,0,63,1009,4,2,1,1,1,0,0,0,1,2,1,14,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1157,4,1,85,29,77,86,78,56,46,15,75,2214,11,3,532,93,3,4,2,64,68,71,HenryHunter_17643,17,Hunter,12,17643,77,3,Little Rock,10,88,85,84,19,21,18,15798,58,84,2,27,-31,73,69,14,1,Henry,17,100,17,99,22,43,74,69,85,54,77,21,68,17643,81,58,60,59,6,0,61,66,65,1,1,532,115,250,0,935,850,1785,1,83,89,20,0,75,8046,6,42,10,15,1,93,29,28,10,897,10,3,1785,897,90,50,8,3,71,22,4,2,1,1,1,0,2,0,1,0,1,15,4,1,1,1,1,0,1,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1158,4,0,79,31,81,80,78,68,32,12,78,6280,246,3,1260,88,2,12,4,67,69,70,HigbeeTyler_17644,17,Tyler,1,17644,78,8,Clearwater,10,91,89,83,19,21,18,2101,50,83,0,27,-31,65,68,14,1,Higbee,17,100,17,99,22,33,71,72,84,58,75,21,72,17644,79,56,60,59,10,0,63,64,59,1,11,50,300,450,594,960,510,2064,1,82,92,30,0,79,8050,16,34,18,22,1,90,23,26,21,800,16,3,2064,800,95,50,8,9,74,24,4,2,1,1,1,0,2,0,1,0,1,15,4,1,1,1,1,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1159,4,0,84,29,80,77,78,64,29,12,75,6240,201,1,312,86,1,18,3,56,55,72,HooperAustin_17645,17,Austin,87,17645,76,4,San Ramon,10,91,81,85,19,21,18,60598,56,79,0,27,-31,68,69,14,1,Hooper,17,100,17,99,22,31,69,78,81,59,70,21,60,17645,73,55,59,59,6,0,62,62,58,0,1,72,0,0,240,0,0,240,1,82,89,29,0,73,8057,6,34,10,15,1,88,18,26,10,72,15,1,240,72,94,50,8,0,65,22,4,2,1,1,1,0,2,0,1,2,1,15,4,1,1,1,1,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1160,4,0,74,31,79,63,71,60,46,16,75,6293,157,1,99,81,1,32,3,57,60,72,VannettNick_17651,17,Nick,48,17651,78,34,Westerville,10,84,84,75,19,21,18,12597,54,77,0,35,-31,70,62,14,1,Vannett,17,100,17,99,22,43,65,64,74,58,66,21,62,17651,65,54,57,57,6,0,59,58,54,0,13,99,0,0,0,0,0,0,1,77,81,30,0,73,8246,6,30,10,15,1,78,21,29,10,99,10,1,0,99,101,50,8,0,64,30,4,2,1,1,1,0,0,0,1,2,1,15,4,1,1,1,1,0,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1161,3,0,91,29,84,76,66,50,49,10,63,6256,157,1,50,71,1,10,1,11,85,84,AppleEli_17653,25,Eli,235,17653,73,29,Voorhees,10,90,41,85,17,18,65,19383,11,44,0,47,-31,51,72,73,1,Apple,75,100,24,99,74,73,27,37,62,64,26,69,16,17653,73,34,10,33,6,0,34,15,33,0,3,50,0,0,0,0,0,0,1,89,93,25,0,60,7883,6,53,6,6,1,84,26,27,6,50,11,1,0,50,39,50,8,0,26,8,2,2,0,1,1,0,0,0,1,0,0,38,16,0,0,0,0,0,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1162,1,1,87,29,82,83,57,47,54,17,69,350,157,1,121,75,1,30,2,10,75,79,BellVonn_17654,58,Vonn,180,17654,71,9,Rossville,10,92,24,82,19,20,48,26038,18,48,1,84,-31,63,67,67,1,Bell,61,100,43,99,81,79,22,41,63,62,45,75,12,17654,76,33,25,34,6,0,33,16,34,1,7,121,0,0,0,0,0,0,1,88,95,80,0,72,7891,6,68,6,6,1,85,25,26,6,121,16,1,0,121,45,50,8,0,22,2,2,2,1,1,1,0,2,0,1,0,1,41,18,0,0,0,0,0,0,27,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1163,6,0,69,29,63,75,28,17,73,12,28,6299,18,3,350,26,2,24,4,3,78,51,BillingsAndrew_17655,56,Andrew,268,17655,73,42,Waco,10,86,97,69,19,23,9,12599,28,14,0,80,-31,80,23,18,1,Billings,13,100,77,99,77,78,15,32,16,17,43,26,5,17655,73,45,44,44,6,0,45,45,46,0,5,369,56,100,0,294,250,544,2,70,72,30,0,89,7895,6,83,6,6,1,78,18,24,6,525,10,3,544,525,151,50,8,1,13,1,4,2,1,0,1,0,0,0,1,3,1,28,12,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1164,6,0,80,30,70,69,28,12,76,12,26,684,63,1,225,35,1,9,3,3,81,59,BullardJonathan_17656,58,Jonathan,141,17656,75,32,Shelby,10,87,90,78,19,21,9,46261,14,17,0,80,-31,84,29,22,1,Bullard,23,100,70,99,71,81,17,31,20,25,38,29,6,17656,71,44,44,45,6,0,45,44,44,0,3,150,0,0,75,0,0,75,2,71,74,35,0,81,7921,6,87,6,6,1,87,21,22,6,150,16,1,75,150,130,50,8,2,13,31,2,2,1,0,1,0,0,0,1,2,1,27,10,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1165,1,0,89,29,83,74,64,55,39,15,60,710,116,1,40,63,1,25,1,11,30,79,BurnsArtie_17657,41,Artie,237,17657,72,8,Miami,10,85,23,79,17,18,56,2615,15,45,0,53,-31,45,74,70,1,Burns,77,100,35,99,73,66,27,29,60,69,28,73,16,17657,70,34,33,33,6,0,34,34,33,0,3,40,0,0,0,0,0,0,1,90,89,15,0,56,7924,6,51,6,6,1,73,26,27,6,40,11,1,0,40,27,50,8,0,26,28,3,2,0,1,1,0,0,0,1,0,0,38,16,0,1,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1166,6,1,76,28,62,86,27,14,80,12,34,933,227,4,2636,24,4,27,1,3,80,58,ClarkKenny_17661,66,Kenny,289,17661,75,4,San Bernardino,10,91,97,71,17,17,9,9399,36,22,4,82,-31,88,24,33,1,Clark,13,100,75,99,87,88,15,27,24,17,35,38,5,17661,82,45,44,44,6,0,45,45,46,2,13,1150,1050,2168,1486,986,968,4153,2,73,85,20,0,91,7947,6,87,6,6,1,92,21,23,6,6369,18,4,4153,6369,154,50,8,8,13,20,3,2,1,0,1,0,2,0,1,3,0,28,12,0,0,0,0,0,0,20,1,0,0,2001,713,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1167,6,0,65,31,59,65,12,7,28,12,32,933,218,1,57,27,1,19,3,5,59,44,ClarkLeRaven_17662,20,Le'Raven,256,17662,77,42,Rockdale,10,89,73,74,19,18,9,45493,75,15,0,24,-31,77,11,11,1,Clark,10,100,26,99,19,29,16,15,15,12,20,14,5,17662,56,60,61,62,6,0,59,62,64,0,5,57,0,0,0,0,0,0,2,69,82,10,0,81,7948,6,28,6,6,1,88,21,22,6,57,5,1,0,57,151,50,8,0,14,13,4,2,1,1,1,0,0,0,1,3,1,20,9,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1168,6,0,70,30,59,91,12,7,26,12,29,6300,119,5,1056,24,3,8,1,5,90,51,ConklinJack_17663,14,Jack,59,17663,78,21,Plainwell,10,82,78,74,19,18,9,35766,81,15,0,24,-31,86,11,11,1,Conklin,10,100,15,99,19,29,16,15,15,12,24,14,5,17663,79,77,81,85,5,0,82,80,78,1,5,800,217,450,360,580,606,2638,2,70,87,10,0,88,7954,5,34,5,5,1,95,21,22,5,4267,13,5,2638,4267,148,50,8,4,14,5,4,2,1,1,1,0,2,0,3,3,0,20,9,0,0,0,0,0,0,30,1,0,0,1400,546,0,0,0,0,0,0,0,0,1400,546,0,0,0,0,0
1169,6,0,67,30,58,95,12,6,26,12,28,1212,157,4,1095,44,4,16,1,5,78,52,DeckerTaylor_17665,14,Taylor,53,17665,79,34,Vandalia,10,89,68,72,19,18,9,48054,83,15,0,70,-31,89,11,11,1,Decker,10,100,15,99,19,29,16,15,15,12,20,14,5,17665,87,86,89,91,6,0,83,83,83,1,5,50,50,1820,1045,2283,314,3956,2,69,88,10,0,90,7974,6,34,6,6,1,92,21,22,6,4020,15,4,3956,4020,158,50,8,8,25,19,4,2,1,1,1,0,2,0,1,2,0,19,5,0,0,0,0,0,0,19,1,0,0,2100,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1170,1,0,90,29,87,93,70,57,61,17,63,1731,242,2,258,76,2,21,3,11,70,88,FullerKendall_17668,37,Kendall,196,17668,71,19,Baltimore,10,87,29,87,17,18,60,26807,10,61,0,58,-31,50,78,88,1,Fuller,84,100,30,99,92,79,27,29,68,63,28,90,16,17668,87,34,10,33,6,0,34,17,33,1,7,50,294,0,208,541,0,749,1,89,92,35,0,67,8013,6,66,6,6,1,87,26,27,6,344,12,2,749,344,38,50,8,0,26,12,3,2,1,1,1,0,2,0,1,0,1,40,16,0,0,0,0,0,0,26,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1171,6,0,79,31,67,92,18,10,77,12,30,6297,180,4,927,28,3,26,3,3,50,54,HargraveJavon_17670,87,Javon,190,17670,74,32,Salisbury,10,91,98,83,17,17,9,14517,32,14,0,80,-31,79,16,18,1,Hargrave,13,100,74,99,88,87,15,25,16,17,29,26,5,17670,84,45,44,44,6,0,45,45,46,1,5,50,121,1031,612,806,0,3167,2,75,84,0,0,87,8035,6,88,6,6,1,88,21,23,6,2439,11,4,3167,2439,145,50,8,1,13,15,4,2,1,0,1,0,2,0,1,3,1,29,12,0,0,0,0,0,0,29,1,0,0,1237,1749,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1172,1,0,89,31,80,74,53,43,57,10,61,6252,257,0,22,72,0,10,6,10,86,78,HoustonCarsonDeAndre_17672,49,DeAndre,177,17672,72,45,Woodford,10,89,30,81,19,20,31,27061,10,44,0,75,-31,57,67,72,1,Houston-Carson,64,100,45,99,74,75,22,39,61,60,48,75,12,17672,72,33,4,34,6,0,33,14,34,0,6,0,0,0,0,0,0,0,1,87,90,11,0,64,8059,6,69,6,6,1,86,25,26,6,0,12,0,0,0,42,50,8,0,22,1009,2,2,1,1,1,0,0,0,1,0,1,41,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1173,6,0,66,30,60,77,19,7,27,12,31,6238,216,1,90,24,1,31,1,5,78,52,IfediGermain_17673,15,Germain,220,17673,77,42,Houston,10,87,65,79,20,20,8,4790,79,13,0,25,-31,80,12,12,1,Ifedi,9,100,17,99,16,28,15,16,14,9,28,14,5,17673,68,72,74,75,6,0,71,72,73,0,5,90,0,0,0,0,0,0,2,65,83,38,0,84,8063,6,35,6,6,1,83,22,21,6,90,17,1,0,90,165,50,8,0,14,5,4,2,1,1,1,0,0,0,1,3,0,20,5,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,4,1,79,30,74,99,27,10,91,12,29,2512,55,5,735,29,5,6,2,3,92,62,JonesChris_17676,90,Chris,231,17676,78,23,Houston,10,93,95,63,17,17,9,6966,19,14,3,86,-31,90,31,23,1,Jones,13,100,98,99,95,97,15,29,16,21,33,29,6,17676,97,45,44,44,6,0,45,44,46,3,2,50,50,3510,685,3435,600,5920,2,72,87,40,0,96,8082,6,91,6,6,1,93,21,23,6,9955,16,5,5920,9955,150,50,8,8,13,9,4,2,1,0,1,0,2,0,1,2,1,30,12,0,0,0,0,0,0,9,1,0,0,2835,600,1,1,0,0,0,0,1,0,3510,600,0,0,0,0,0
1175,3,0,89,29,84,75,32,14,65,12,56,2512,107,1,23,74,1,21,2,5,80,80,JonesDeion_17677,58,Deion,272,17677,73,17,New Orleans,10,87,45,85,19,19,10,9526,25,45,0,84,-31,84,38,70,1,Jones,51,100,51,99,73,84,18,26,60,32,27,76,5,17677,75,43,45,44,6,0,44,45,44,0,1,23,0,0,0,0,0,0,1,87,86,95,0,73,8084,6,76,6,6,1,78,24,25,6,23,10,1,0,23,62,50,8,0,15,1009,3,2,2,2,1,0,2,0,1,2,2,36,14,0,0,0,0,0,0,14,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1176,6,1,71,31,67,96,26,7,26,12,25,2584,4,5,1463,29,1,18,1,5,57,58,KellyRyan_17679,13,Ryan,29,17679,76,34,West Chester,10,92,78,74,20,20,9,62005,78,19,2,38,-31,83,20,12,1,Kelly,8,100,12,99,19,31,15,24,15,16,29,14,5,17679,83,82,83,84,6,0,82,79,77,1,5,50,565,750,1485,225,225,2385,2,70,89,15,0,85,8094,6,32,6,6,1,90,21,24,6,3616,12,5,2385,3616,147,50,8,8,13,10,4,2,1,1,1,0,2,0,1,3,1,16,7,0,0,0,0,0,0,10,1,0,0,1013,225,0,0,0,0,0,0,0,0,1238,225,0,0,0,0,0
1177,4,0,86,30,80,65,32,12,70,12,45,3123,201,0,22,58,0,33,4,5,50,72,MartinezBlake_17680,56,Blake,69,17680,74,2,Tucson,10,86,40,77,19,19,10,18486,20,27,0,80,-31,78,38,51,1,Martinez,53,100,51,99,68,82,18,39,31,32,31,59,5,17680,69,43,45,44,6,0,44,45,44,0,1,0,0,0,0,0,0,0,1,80,85,20,0,79,8130,6,84,6,6,1,93,24,25,6,0,10,0,0,0,77,50,7,0,15,1009,3,2,1,2,1,0,0,0,1,2,2,37,14,0,0,0,0,0,0,20,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1178,6,0,72,31,64,73,18,10,27,12,33,6312,123,0,50,29,0,5,5,5,70,52,McGovernConnor_17681,12,Connor,15,17681,76,33,Fargo,10,90,60,78,21,20,8,55733,82,14,0,25,-31,81,20,12,1,McGovern,8,100,14,99,19,30,14,31,15,16,29,15,5,17681,72,74,73,72,6,0,82,79,76,0,5,0,0,0,0,0,0,0,2,72,87,20,0,87,8141,6,30,6,6,1,94,22,21,6,0,12,0,0,0,146,50,8,0,15,1009,4,2,1,1,1,0,2,0,1,3,2,18,7,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1179,1,0,87,30,86,80,56,45,47,10,62,3403,107,1,70,72,1,12,7,10,88,87,MillsJalen_17682,49,Jalen,178,17682,72,42,DeSoto,10,88,35,87,19,20,80,12726,11,52,0,70,-31,53,67,66,1,Mills,80,100,40,99,75,70,22,39,66,52,26,78,12,17682,74,22,10,34,15,0,33,12,34,0,3,70,0,0,0,0,0,0,1,87,88,15,0,62,8149,10,55,10,15,1,81,23,28,15,70,16,1,0,70,31,50,8,0,22,18,2,2,2,1,1,0,2,0,1,0,1,41,17,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1180,1,0,86,29,84,67,59,46,63,16,65,3563,63,0,22,73,0,17,1,29,75,80,NealKeanu_17683,55,Keanu,233,17683,72,8,Webster,10,86,31,89,18,21,76,54071,25,49,0,89,-31,72,66,63,1,Neal,78,100,47,99,68,83,42,54,62,63,48,69,34,17683,70,33,25,34,6,0,33,20,33,0,1,0,0,0,0,0,0,0,1,87,87,25,0,75,8160,15,67,15,15,1,93,23,34,6,0,15,0,0,0,51,50,8,0,44,1009,3,2,1,1,1,0,2,0,1,2,0,43,18,0,0,0,0,0,0,14,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1181,4,0,87,30,75,78,33,16,74,12,33,6154,159,1,319,45,1,1,2,3,82,64,OgbahEmmanuel_17686,63,Emmanuel,267,17686,76,42,Houston,10,89,91,85,19,20,9,13621,12,17,0,82,-31,82,31,39,1,Ogbah,22,100,74,99,76,84,17,31,17,26,28,51,7,17686,74,45,45,45,6,0,45,45,44,0,3,244,0,0,75,0,0,75,2,82,83,40,0,83,8168,6,80,6,6,1,89,20,22,6,244,14,1,75,244,118,50,8,4,14,12,3,2,1,0,1,0,2,0,1,2,1,32,13,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
