_index,EPAV,ISCN,PACC,PAGE,PAGI,PAWR,PBCV,PBKT,PBSG,PBSK,PCAR,PCBT,PCMT,PCOL,PCON,PCPH,PCSA,PCTH,PCYL,PDPI,PDRO,PDRR,PEGO,PELU,PEPS,PFMS,PFNA,PGHE,PGID,PHAN,PHGT,PHSN,PHTN,PICN,PIMP,PINJ,PJEN,PJMP,PKAC,PKPR,PKRT,PLBD,PLBK,PLCI,PLCP,PLDT,PLHT,PLHY,PLIB,PLJM,PLMC,PLMO,PLNA,PLPE,PLPL,PLPM,PLPO,PLPR,PLPU,PLRL,PLSA,PLSC,PLSM,PLTR,PLTY,PLZC,PMRR,POID,POVR,PPBF,PPBK,PPBS,PPLA,PPOS,PQBS,PRBF,PRBK,PRBS,PROL,PRSE,PSA0,PSA1,PSA2,PSA3,PSA4,PSA5,PSA6,PSB0,PSB1,PSB2,PSB3,PSB4,PSB5,PSB6,PSBO,PSKI,PSPD,PSTA,PSTM,PSTN,PSTR,PSXP,PTAD,PTAK,PTAM,PTAS,PTEN,PTGH,PTHA,PTHP,PTOR,PTSA,PTUP,PVCO,PVSB,PVTS,PWGT,PYCF,PYRP,PYWT,SRRN,TGID,TRBH,TRBR,TRCB,TRCL,TRCT,TRDO,TRDS,TRFB,TRFK,TRFP,TRFY,TRHM,TRIC,TRJR,TRPB,TRSB,TRSC,TRSP,TRSW,TRTA,TRTL,TRTR,TRTS,TRWU,TSPM
1176,6,1,71,31,67,96,26,7,26,12,25,3,2584,4,5,0,1463,29,1,18,1,5,57,58,KellyRyan_17679,13,Ryan,29,17679,0,76,34,West Chester,0,10,92,78,74,20,20,9,62005,78,19,2,10,38,-31,83,20,12,1,Kelly,8,100,12,99,19,31,15,24,15,16,29,16,14,5,17679,83,82,83,84,6,7,0,82,79,77,1,5,50,565,750,1013,1238,0,0,1485,225,225,225,225,0,0,2385,2,70,89,15,0,85,8094,6,32,6,6,1,90,21,24,6,3616,12,5,2385,3616,147,50,8,8,13,10,0,0,4,0,0,0,0,0,0,2,0,1,1,0,1,0,1,1,0,0,0,2,0,0,1
1177,4,0,86,30,80,65,32,12,70,12,45,2,3123,201,0,0,22,58,0,33,4,5,50,72,MartinezBlake_17680,56,Blake,69,17680,0,74,2,Tucson,0,10,86,40,77,19,19,10,18486,20,27,0,20,80,-31,78,38,51,1,Martinez,53,100,51,99,68,82,18,39,31,32,31,37,59,5,17680,69,43,45,44,6,14,0,44,45,44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80,85,20,0,79,8130,6,84,6,6,1,93,24,25,6,0,10,0,0,0,77,50,7,0,15,1009,0,0,3,0,0,0,0,0,0,2,0,0,2,0,1,1,2,1,1,0,0,0,0,0,1
1178,6,0,72,31,64,73,18,10,27,12,33,3,6312,123,0,0,50,29,0,5,5,5,70,52,McGovernConnor_17681,12,Connor,15,17681,0,76,33,Fargo,0,10,90,60,78,21,20,8,55733,82,14,0,4,25,-31,81,20,12,1,McGovern,8,100,14,99,19,30,14,31,15,16,29,18,15,5,17681,72,74,73,72,6,7,0,82,79,76,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,72,87,20,0,87,8141,6,30,6,6,1,94,22,21,6,0,12,0,0,0,146,50,8,0,15,1009,0,0,4,0,0,0,0,0,0,2,0,1,2,0,1,0,1,1,0,0,0,2,0,0,1
1179,1,0,87,30,86,80,56,45,47,10,62,0,3403,107,1,0,70,72,1,12,7,10,88,87,MillsJalen_17682,49,Jalen,178,17682,0,72,42,DeSoto,0,10,88,35,87,19,20,80,12726,11,52,0,13,70,-31,53,67,66,1,Mills,80,100,40,99,75,70,22,39,66,52,26,41,78,12,17682,74,22,10,34,15,17,0,33,12,34,0,3,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,87,88,15,0,62,8149,10,55,10,15,1,81,23,28,15,70,16,1,0,70,31,50,8,0,22,18,0,0,2,0,0,0,0,0,0,2,0,0,1,0,2,0,1,1,0,0,0,2,0,0,1
1180,1,0,86,29,84,67,59,46,63,16,65,2,3563,63,0,0,22,73,0,17,1,29,75,80,NealKeanu_17683,55,Keanu,233,17683,0,72,8,Webster,0,10,86,31,89,18,21,76,54071,25,49,0,14,89,-31,72,66,63,1,Neal,78,100,47,99,68,83,42,54,62,63,48,43,69,34,17683,70,33,25,34,6,18,0,33,20,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,87,87,25,0,75,8160,15,67,15,15,1,93,23,34,6,0,15,0,0,0,51,50,8,0,44,1009,1,0,3,0,0,0,0,0,0,2,0,1,0,0,1,1,1,1,0,0,0,2,0,0,1
1181,4,0,87,30,75,78,33,16,74,12,33,2,6154,159,1,0,319,45,1,1,2,3,82,64,OgbahEmmanuel_17686,63,Emmanuel,267,17686,0,76,42,Houston,0,10,89,91,85,19,20,9,13621,12,17,0,5,82,-31,82,31,39,1,Ogbah,22,100,74,99,76,84,17,31,17,26,28,32,51,7,17686,74,45,45,45,6,13,0,45,45,44,0,3,244,0,0,0,0,0,0,75,0,0,0,0,0,0,75,2,82,83,40,0,83,8168,6,80,6,6,1,89,20,22,6,244,14,1,75,244,118,50,8,4,14,12,0,1,3,0,0,0,0,0,0,2,0,1,1,0,1,1,0,1,0,0,0,2,0,0,1
1182,6,0,68,30,62,87,18,10,77,12,33,2,4114,4,2,0,637,30,1,18,2,3,70,54,ReedJarran_17688,78,Jarran,238,17688,0,75,32,Goldsboro,0,10,92,90,76,17,17,9,34229,34,14,0,28,78,-31,84,16,18,1,Reed,13,100,67,99,84,85,15,25,16,17,29,27,26,5,17688,77,45,44,44,6,11,0,45,45,46,1,13,50,487,0,0,0,0,0,253,150,0,0,0,0,0,403,2,72,83,10,0,89,8191,6,88,6,6,1,87,21,23,6,537,15,2,403,537,146,50,8,1,13,28,0,0,4,0,0,0,1,0,0,2,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1
1183,4,0,70,30,66,78,23,11,72,12,30,2,5226,85,1,0,179,24,1,13,2,5,82,52,WardJihad_17692,62,Jihad,244,17692,0,77,37,Philadelphia,0,10,88,52,70,19,20,9,22838,25,17,0,23,83,-31,82,22,40,1,Ward,22,100,73,99,80,78,17,27,17,21,33,27,46,5,17692,69,44,45,45,6,10,0,45,45,44,0,12,79,0,0,0,0,0,0,100,0,0,0,0,0,0,100,1,69,81,10,0,80,8251,6,81,6,6,1,89,20,22,6,79,14,1,100,79,127,50,8,0,14,31,0,1,4,0,0,0,0,0,0,2,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1
1184,6,0,72,32,70,85,14,7,32,12,33,3,6118,97,1,0,260,24,1,25,2,5,62,54,WhitehairCody_17694,16,Cody,65,17694,0,75,26,Kearney,0,10,89,65,65,20,20,8,23348,76,13,0,1,48,-31,81,12,12,1,Whitehair,9,100,18,99,16,28,15,18,14,9,28,22,14,5,17694,74,75,77,80,6,6,0,75,73,71,1,5,179,0,0,0,0,0,0,81,0,0,0,0,0,0,81,2,69,90,0,0,84,8262,6,31,6,6,1,89,22,21,6,179,13,1,81,179,156,50,8,0,14,23,0,0,4,0,0,0,0,0,0,2,0,0,1,0,1,0,1,1,0,0,0,2,0,0,1
1185,6,0,68,32,62,85,18,8,26,12,27,3,6263,118,3,0,288,20,3,33,3,5,30,52,GlasgowGraham_17700,13,Graham,62,17700,0,78,12,Aurora,0,10,88,60,64,20,20,9,39860,85,14,0,19,31,-31,79,17,12,1,Glasgow,8,100,12,99,19,31,15,15,14,11,28,23,14,5,17700,75,69,71,73,6,6,0,84,82,80,1,5,50,450,700,0,0,0,0,238,238,138,0,0,0,0,614,2,65,91,10,0,87,8019,6,29,6,6,1,89,21,24,6,1200,15,3,614,1200,150,50,8,1,13,19,0,0,4,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1
1186,1,0,90,30,83,68,59,55,56,10,63,0,644,170,0,0,99,70,0,14,6,11,70,85,BrownAnthony_17704,33,Anthony,251,17704,0,71,8,Tampa,0,10,86,35,84,17,18,56,32181,13,52,0,11,62,-31,54,70,71,1,Brown,76,100,26,99,68,70,27,29,62,68,26,40,75,16,17704,70,34,10,33,6,16,0,34,11,33,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,95,35,0,67,7914,6,55,6,6,1,92,26,27,6,0,10,0,0,0,36,50,8,0,26,1009,0,0,3,0,0,0,0,0,0,2,0,1,0,0,1,0,1,1,0,0,0,2,0,0,1
1187,3,0,89,31,85,76,66,63,55,13,64,0,2349,18,0,0,2591,84,0,7,2,11,87,84,HowardXavien_17709,36,Xavien,286,17709,0,73,42,Houston,0,10,90,25,92,17,18,56,9013,15,74,0,12,53,-31,46,76,76,1,Howard,88,100,32,99,75,73,27,29,82,69,26,38,81,16,17709,77,34,10,33,6,16,0,34,14,33,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,94,30,0,65,8061,6,62,6,6,1,88,26,27,6,0,16,0,0,0,43,50,8,0,26,1009,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,1,1,0,0,0,2,0,0,1
1188,2,0,93,30,85,83,60,55,56,15,60,0,2512,15,2,0,1275,74,1,511,63,11,20,86,JonesJonathan_17711,41,Jonathan,179,17711,0,70,9,Carrollton,0,10,83,31,87,17,18,60,42037,14,60,0,0,67,-31,44,68,81,1,Jones,76,100,35,99,82,73,27,29,72,65,28,38,76,16,17711,81,34,33,33,6,16,0,34,34,33,1,8,144,800,0,0,0,0,0,475,475,0,0,0,0,0,950,1,92,92,65,0,63,8085,6,70,6,6,1,73,26,27,6,944,12,2,950,944,30,50,8,8,26,22,0,0,3,0,0,0,0,0,0,2,0,0,0,0,1,1,1,1,0,0,0,2,0,0,1
1189,1,0,90,30,82,80,66,45,44,10,58,0,3531,121,1,0,162,62,1,8,4,11,66,79,MurrayEric_17713,44,Eric,199,17713,0,71,48,Milwaukee,0,10,91,23,88,17,18,60,14390,15,58,0,9,72,-31,60,68,67,1,Murray,76,100,38,99,79,70,27,29,67,65,26,42,72,16,17713,73,34,10,33,6,18,0,34,15,33,0,1,119,0,0,0,0,0,0,43,0,0,0,0,0,0,43,1,87,88,35,0,63,8157,6,68,6,6,1,84,26,27,6,119,14,1,43,119,39,50,8,4,26,32,0,0,3,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1
1190,1,0,88,30,85,63,61,54,37,10,57,0,4111,55,0,0,22,58,0,5,3,11,75,81,RedmondWill_17714,33,Will,272,17714,0,71,41,Memphis,0,10,85,22,86,17,18,56,58805,15,39,0,15,52,-31,45,74,67,1,Redmond,78,100,26,99,66,79,27,29,60,67,25,42,63,16,17714,64,34,33,33,10,17,0,34,34,33,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,87,86,35,0,61,8190,10,53,10,10,1,73,26,27,10,0,10,0,0,0,26,50,8,0,26,1009,0,0,2,0,0,0,0,0,0,2,0,0,1,0,2,0,1,1,0,0,0,0,0,0,1
1191,3,0,90,29,82,75,62,58,53,11,67,0,6269,255,1,0,45,70,1,14,3,11,82,80,WorleyDaryl_17724,39,Daryl,207,17724,0,73,37,Philadelphia,0,10,87,35,85,17,18,65,45239,11,55,0,21,63,-31,51,74,69,1,Worley,77,100,35,99,73,80,27,32,67,69,28,41,73,16,17724,72,34,10,33,14,17,0,34,14,33,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,91,87,25,0,65,8269,13,58,16,18,1,87,26,27,22,45,13,1,0,45,45,50,7,0,26,30,0,0,4,0,0,0,0,1,0,2,0,0,1,0,2,0,1,1,0,0,0,0,0,0,1
1192,4,0,88,32,78,80,28,11,75,12,43,2,6150,74,2,0,650,46,1,7,5,5,60,68,JudonMatthew_17728,69,Matthew,284,17728,0,75,21,West Bloomfield,0,10,89,15,80,19,21,9,31668,10,17,0,25,80,-31,70,29,52,1,Judon,24,100,75,99,78,87,17,31,19,25,29,32,63,5,17728,80,44,45,45,6,15,0,45,45,44,2,3,767,650,0,0,0,0,0,877,0,0,0,0,0,0,877,1,85,87,5,0,86,8088,6,87,6,6,1,87,21,22,6,1417,13,2,877,1417,101,50,8,0,13,14,0,1,3,0,0,0,0,0,0,2,0,1,1,0,0,1,0,1,1,0,0,2,0,0,1
1193,6,0,77,30,70,74,36,16,70,12,47,2,2992,152,2,0,188,48,2,39,4,3,60,57,LowryDean_17731,61,Dean,23,17731,0,78,12,Rockford,0,10,94,94,79,19,21,9,19126,18,37,0,20,79,-31,79,32,23,1,Lowry,22,100,73,99,72,81,17,36,33,27,33,26,29,6,17731,72,44,45,45,6,10,0,45,45,44,0,11,63,63,0,0,0,0,0,125,250,0,0,0,0,0,375,1,76,82,10,0,86,8119,6,87,6,6,1,89,21,22,6,126,15,2,375,126,136,50,8,0,13,29,0,1,3,0,0,0,0,0,0,2,0,1,2,0,1,0,0,1,0,0,0,0,0,0,1
1194,3,0,84,29,80,75,29,20,65,12,44,2,6259,112,0,0,50,50,0,6,3,3,71,67,NgakoueYannick_17734,75,Yannick,273,17734,0,74,19,Bowie,0,10,91,55,83,19,21,9,63799,19,17,0,17,82,-31,79,27,44,1,Ngakoue,23,100,69,99,73,80,17,32,26,25,26,31,49,6,17734,72,44,44,45,6,15,0,45,44,44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80,84,20,0,80,8162,6,77,6,6,1,88,21,22,6,0,18,0,0,0,86,50,8,0,13,1009,0,1,3,0,0,0,1,0,0,2,0,1,0,0,1,1,0,1,1,0,0,2,0,0,1
1195,6,0,72,29,67,88,22,12,73,12,31,3,995,143,2,0,304,31,2,4,3,3,77,61,CollinsMaliek_17738,78,Maliek,264,17738,0,74,24,Kansas City,0,10,89,99,75,17,17,9,16823,34,17,0,11,80,-31,84,16,18,1,Collins,13,100,67,99,86,83,15,25,19,17,29,29,26,5,17738,75,45,44,44,6,12,0,45,45,46,1,5,121,950,0,0,0,0,0,183,185,0,0,0,0,0,368,2,71,81,30,0,84,7953,6,82,6,6,1,88,21,23,6,1071,16,2,368,1071,150,50,8,0,13,15,0,0,4,0,0,0,1,0,0,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1
1196,6,0,76,30,66,73,24,13,67,12,37,2,1197,153,1,0,80,34,1,5,4,3,82,59,DaySheldon_17739,63,Sheldon,188,17739,0,73,13,Indianapolis,0,10,87,64,74,17,17,9,2870,32,26,0,17,81,-31,82,21,29,1,Day,13,100,75,99,70,79,15,35,28,17,32,30,45,5,17739,68,45,44,44,6,12,0,45,45,46,0,5,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,70,76,50,0,82,7971,6,79,6,6,1,88,21,23,6,80,10,1,0,80,134,50,8,0,13,26,0,1,4,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1
1197,6,0,75,31,62,71,23,22,73,12,43,2,6143,72,1,0,23,39,1,32,2,3,76,53,GotsisAdam_17740,64,Adam,13,17740,0,76,50,Melbourne,0,10,90,97,79,17,17,9,48180,14,14,0,4,81,-31,84,20,18,1,Gotsis,13,100,72,99,73,82,15,30,16,17,40,28,26,6,17740,69,45,44,44,6,12,0,45,44,46,0,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,75,76,95,0,82,8023,6,79,6,6,1,81,21,23,6,23,17,1,0,23,130,50,8,0,13,1009,0,1,2,0,0,0,0,0,0,2,0,1,1,0,1,0,0,1,0,0,0,1,0,0,3
1198,6,0,64,30,57,73,24,10,71,12,32,3,2506,165,1,0,227,29,1,12,2,3,75,53,JohnsonAustin_17742,56,Austin,267,17742,0,76,29,Galloway,0,10,94,98,66,17,17,9,16950,19,14,0,30,80,-31,81,17,22,1,Johnson,13,100,72,99,76,81,15,25,16,17,29,28,29,6,17742,71,45,45,44,6,12,0,45,45,45,0,12,76,0,0,0,0,0,0,151,0,0,0,0,0,0,151,2,72,80,10,0,89,8075,6,83,6,6,1,89,21,23,6,76,12,1,151,76,154,50,8,0,13,3,0,1,4,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
1199,6,0,63,30,58,92,18,10,82,12,30,3,6311,39,2,0,530,29,2,29,5,3,78,55,ReaderDJ_17746,63,D.J.,261,17746,0,75,32,Greensboro,0,10,82,98,73,17,17,9,2870,35,14,0,32,80,-31,86,16,18,1,Reader,13,100,76,99,94,91,15,25,16,17,29,28,26,5,17746,85,45,44,44,6,12,0,45,45,46,1,3,212,727,0,0,0,0,0,318,497,0,0,0,0,0,815,2,71,82,20,0,95,8187,6,86,6,6,1,84,21,24,6,939,18,2,815,939,175,50,8,0,13,19,0,1,4,0,0,0,0,0,0,2,0,1,2,0,1,0,0,1,0,0,0,2,0,0,1
1200,6,0,74,29,52,67,22,10,66,12,36,3,4174,215,0,0,22,35,0,18,4,3,85,47,RidgewayHassan_17747,61,Hassan,177,17747,0,75,42,Mansfield,0,10,81,91,78,17,17,9,5430,18,14,0,10,83,-31,78,22,18,1,Ridgeway,13,100,73,99,65,78,15,28,16,17,34,30,26,6,17747,67,45,44,44,6,12,0,45,44,46,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,69,75,20,0,87,8194,6,85,6,6,1,75,21,23,6,0,10,0,0,0,145,50,8,0,13,1009,0,1,4,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1
1201,1,0,89,31,82,69,62,45,46,15,62,0,721,116,1,0,23,68,1,26,4,10,40,80,BushDeon_17751,27,Deon,203,17751,0,72,8,Miami,0,10,87,26,86,18,21,42,29621,14,32,0,1,83,-31,59,62,59,1,Bush,62,100,31,99,71,70,23,42,60,59,53,43,65,10,17751,66,33,25,34,15,17,0,33,14,33,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,88,38,0,71,7926,10,62,10,15,1,83,27,27,15,23,12,1,0,23,40,50,8,0,20,1009,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1
1202,1,1,88,31,87,85,67,59,64,10,78,0,6302,120,2,0,647,82,2,1,3,10,73,84,ByardKevin_17752,53,Kevin,216,17752,1,71,9,Lithonia,0,10,97,31,90,19,20,55,35765,15,47,1,30,79,-31,60,72,72,1,Byard III,67,100,47,99,83,85,22,48,68,60,52,41,85,12,17752,85,33,12,34,17,17,0,33,16,34,1,3,92,150,0,0,0,0,0,555,700,0,0,0,0,0,1255,1,89,94,30,0,73,7928,36,80,26,31,1,90,25,44,18,242,26,2,1255,242,52,50,8,0,31,1,0,0,3,0,0,0,0,0,0,2,0,1,2,0,2,1,2,1,0,0,0,2,0,0,1
1203,3,0,88,30,78,80,76,57,57,27,72,0,2567,39,0,0,22,73,0,23,7,10,70,76,KearseJayron_17755,47,Jayron,281,17755,0,76,8,Fort Myers,0,10,91,1,84,18,21,42,22710,14,52,0,31,77,-31,59,76,67,1,Kearse,75,100,40,99,78,81,23,53,63,57,45,43,73,10,17755,75,33,25,34,15,18,0,33,17,33,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,87,91,35,0,71,8093,10,73,10,15,1,86,27,27,15,0,10,0,0,0,55,50,8,0,20,1009,0,0,3,0,0,0,0,0,0,2,0,1,0,0,2,0,1,1,0,0,0,2,0,0,1
1204,3,1,86,31,83,70,53,48,59,18,76,0,6265,196,2,0,225,69,2,13,4,10,55,76,KillebrewMiles_17756,46,Miles,87,17756,0,74,27,Henderson,0,10,90,28,86,18,21,42,21045,19,44,3,19,89,-31,64,69,54,1,Killebrew,67,100,51,99,71,73,23,48,63,57,53,43,60,10,17756,68,33,25,34,6,18,0,33,19,33,0,11,50,105,0,0,0,0,0,175,320,0,0,0,0,0,495,1,87,81,5,0,76,8096,6,70,6,6,1,87,27,27,6,155,12,2,495,155,62,50,8,3,20,29,1,0,3,0,0,0,0,0,0,2,0,0,1,0,1,0,2,1,0,0,0,0,0,0,1
1205,1,0,90,30,93,90,58,47,67,12,62,0,4554,21,1,0,433,81,1,36,3,10,30,89,SimmonsJustin_17758,36,Justin,109,17758,0,74,8,Stuart,0,10,89,31,96,19,20,48,40245,10,50,0,4,82,-31,55,68,76,1,Simmons,65,100,32,99,88,87,22,44,70,60,53,41,85,12,17758,86,33,13,34,15,17,0,33,18,34,2,1,275,0,0,0,0,0,0,158,0,0,0,0,0,0,158,1,87,95,20,0,66,8214,10,63,10,15,1,85,25,26,15,275,22,1,158,275,42,50,8,0,22,14,0,0,2,0,0,0,0,0,0,2,0,1,2,0,2,0,2,1,0,0,0,2,0,0,1
1206,1,0,82,30,64,67,15,15,13,15,45,1,6372,227,3,0,438,37,3,511,63,15,20,53,FairbairnKaimi_17759,10,Ka'imi,103,17759,0,72,10,Kailua,0,10,82,15,69,88,96,10,59446,17,20,0,0,17,-31,17,10,14,1,Fairbairn,10,100,10,99,21,22,15,10,25,10,10,45,20,15,17759,80,15,15,15,20,19,0,17,20,17,0,5,50,50,450,0,0,0,0,388,623,183,0,0,0,0,1194,2,79,89,85,0,39,8000,25,35,30,35,1,65,40,39,20,550,15,3,1194,550,23,50,8,8,15,32,0,0,4,0,0,0,0,0,0,2,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1
1207,4,0,86,31,81,74,36,16,72,12,40,2,6125,235,1,0,85,58,1,24,3,5,62,74,VigilNick_17765,55,Nick,12,17765,0,74,43,Plain City,0,10,91,41,77,26,23,12,41909,17,26,0,2,78,-31,75,33,49,1,Vigil,57,100,48,99,74,80,20,41,29,24,29,37,57,5,17765,69,45,45,45,5,14,0,45,45,45,0,3,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,84,86,40,0,71,8247,5,82,5,5,1,91,33,23,5,85,14,1,0,85,79,50,8,0,15,11,0,0,3,0,0,0,0,0,0,2,0,1,2,0,1,0,2,1,0,0,0,0,0,0,3
1208,6,0,73,30,67,87,10,8,35,12,29,3,6231,162,3,0,1019,20,2,16,3,5,30,54,SeumaloIsaac_17776,30,Isaac,115,17776,0,76,36,Corvallis,0,10,84,73,66,21,22,10,60597,83,10,0,13,48,-31,87,10,15,1,Seumalo,10,100,40,99,30,31,12,10,12,10,20,23,20,5,17776,80,72,78,84,6,6,0,79,81,83,1,5,50,556,788,0,0,0,0,311,463,231,0,0,0,0,1005,2,70,87,15,0,84,8208,6,33,6,6,1,81,22,24,6,1394,10,3,1005,1394,143,50,8,1,10,29,0,0,4,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,2,0,0,1
1209,6,0,77,31,68,96,18,8,33,12,33,3,6273,139,5,0,2691,26,2,15,3,5,61,57,ThuneyJoe_17777,10,Joe,53,17777,0,77,34,Centerville,0,10,97,62,71,11,11,10,38196,79,15,0,22,48,-31,88,14,12,1,Thuney,10,100,10,99,10,35,15,19,15,10,31,22,12,5,17777,93,92,92,92,6,6,0,84,82,80,2,5,110,153,1550,1550,1550,0,0,340,662,662,1141,1141,0,0,3946,2,74,93,10,0,88,8235,6,29,6,6,1,94,24,25,6,4913,16,5,3946,4913,144,50,8,3,15,9,0,0,4,1,0,0,0,0,0,2,0,1,1,0,1,0,1,1,0,0,0,2,0,0,1
1210,4,0,86,31,84,71,41,16,66,12,45,2,762,121,0,0,220,65,0,17,4,5,75,73,CampbellDeVondre_17784,61,De'Vondre,284,17784,0,76,8,Fort Myers,0,10,92,52,82,20,20,10,2869,18,45,0,14,81,-31,84,31,60,1,Campbell,44,100,48,99,69,88,12,33,52,28,28,34,67,9,17784,72,45,23,45,6,13,0,45,29,45,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,86,91,30,0,72,7935,6,85,6,6,1,85,21,24,6,0,12,0,0,0,72,50,8,0,18,1009,0,0,4,0,0,0,0,0,0,2,0,1,1,0,1,0,2,1,1,0,0,2,0,0,1
1211,4,0,85,30,76,61,47,32,64,12,42,2,6305,239,0,0,22,32,0,6,7,4,72,63,WeatherlyStephen_17789,75,Stephen,204,17789,0,77,9,Snellville,0,10,85,91,78,20,20,10,39222,18,20,0,31,79,-31,78,41,37,1,Weatherly,40,100,62,99,63,78,29,42,25,33,35,25,44,8,17789,69,45,44,45,6,10,0,45,44,45,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,81,82,99,0,77,8256,6,80,6,6,1,83,20,20,6,0,10,0,0,0,105,50,8,0,15,1009,0,0,3,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1
1212,4,0,75,31,68,64,50,34,24,24,50,1,1302,206,2,0,204,38,1,7,7,10,40,52,DixonRiley_17818,10,Riley,5,17818,0,76,31,Blossvale,0,10,88,9,70,79,92,10,50101,16,15,0,4,58,-31,22,51,13,1,Dixon,10,100,10,99,25,62,15,37,20,30,41,45,22,10,17818,76,10,10,10,22,20,0,16,20,16,0,1,47,174,0,0,0,0,0,100,30,0,0,0,0,0,130,2,73,89,48,0,56,7978,22,34,33,37,1,79,27,43,29,221,13,2,130,221,61,50,8,1,10,4,0,0,4,0,0,0,0,0,0,2,0,0,1,0,1,0,1,1,0,0,0,1,0,0,3
1213,3,0,91,31,83,81,67,60,53,10,62,0,6270,185,3,0,430,77,2,31,2,11,40,82,BradberryJames_17825,36,James,270,17825,0,73,0,Pleasant Grove,0,10,93,24,88,21,29,65,9141,12,60,0,21,75,-31,52,71,72,1,Bradberry IV,90,100,27,99,79,71,12,25,67,70,25,41,86,18,17825,78,35,10,35,6,18,0,35,13,35,1,6,50,50,50,0,0,0,0,256,380,775,0,0,0,0,1411,1,87,95,32,0,67,7905,6,55,6,6,1,88,21,21,6,150,12,3,1411,150,50,50,8,2,28,13,0,0,2,0,0,0,0,0,0,2,0,0,1,0,1,0,1,1,0,0,0,2,0,0,1
1214,4,0,82,31,79,73,37,11,74,12,42,2,6119,255,0,0,94,62,0,15,4,5,66,74,KwiatkoskiNick_17828,56,Nick,1,17828,0,74,37,Bethel Park,0,10,85,53,81,29,22,12,53813,20,24,0,1,79,-31,81,36,64,1,Kwiatkoski,37,100,64,99,71,84,15,33,47,26,31,35,72,5,17828,72,45,45,45,6,14,0,45,45,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,83,20,0,78,8101,6,81,6,6,1,84,29,25,6,0,16,0,0,0,82,50,8,0,15,1009,0,0,3,0,0,0,0,0,0,2,0,1,2,0,1,1,2,1,0,0,0,0,0,0,1
1215,4,0,79,31,69,77,13,10,79,12,30,3,6290,348,3,0,765,41,2,22,4,2,40,55,OnyemataDavid_17829,62,David,267,17829,0,75,50,Lagos,0,10,91,90,80,12,29,10,27956,28,15,0,27,81,-31,78,17,22,1,Onyemata,10,100,75,99,76,84,12,29,25,11,26,27,33,3,17829,76,45,44,45,6,10,0,45,45,45,1,3,50,50,1050,0,0,0,0,750,715,642,0,0,0,0,2107,2,74,76,40,0,89,8169,6,87,6,6,1,85,27,13,6,1150,17,3,2107,1150,140,50,8,1,10,14,0,1,3,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1,0,0,0,2,0,0,1
1216,6,0,77,31,62,79,10,10,71,12,39,2,2484,112,1,0,70,36,1,8,5,2,60,61,JeffersonQuinton_17834,76,Quinton,194,17834,0,76,37,Pittsburgh,0,10,89,71,72,20,21,10,63797,32,15,0,28,76,-31,82,28,15,1,Jefferson,25,100,58,99,77,82,28,10,15,25,25,29,25,3,17834,71,45,44,45,6,12,0,45,45,45,0,13,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,75,80,37,0,82,8072,6,83,6,6,1,86,22,10,6,70,10,1,0,70,131,50,8,0,10,3,0,0,4,0,0,0,0,0,0,2,0,0,2,0,1,0,0,1,1,0,0,0,0,0,1
