_index,ASNM,BTYP,CFNM,CJNO,CLNM,CNID,COMB,GENR,GNHD,HINC,LOUT,SKNT,USKT,WLBS,_compressed_header
17682,MillsJalen_17682,0,Jalen,35,Mills,17682,0,gen_6_BHM_G_002,178,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,191,8e8da903
17683,NealKeanu_17683,2,Keanu,31,Neal,17683,0,gen_7_B_N_08,233,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,211,8e8da903
17686,OgbahEmmanuel_17686,2,Emmanuel,91,Ogbah,17686,0,gen_7_H_G_009,267,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,278,8e8da903
17688,ReedJarran_17688,2,Jarran,90,Reed,17688,0,gen_7_BHM_MG_007,238,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,146,8e8da903
17692,WardJihad_17692,2,Jihad,52,Ward,17692,0,gen_7_BMH_GS_005,244,77,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,287,8e8da903
17694,WhitehairCody_17694,3,Cody,65,Whitehair,17694,0,gen_2_M_B_02,65,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,156,8e8da903
17700,GlasgowGraham_17700,3,Graham,60,Glasgow,17700,0,gen_2_H_N_007,62,78,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,310,8e8da903
17704,BrownAnthony_17704,0,Anthony,35,Brown,17704,0,gen_7_B_B_001,251,71,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,196,8e8da903
17709,HowardXavien_17709,0,Xavien,25,Howard,17709,0,gen_7_T_G_004,286,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,203,8e8da903
17711,JonesJonathan_17711,0,Jonathan,31,Jones,17711,0,gen_6_BM_MG_008,179,70,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":1,""field_count"":2,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,30,8e8da903
17713,MurrayEric_17713,0,Eric,23,Murray,17713,0,gen_6_M_N_02,199,71,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":1,""field_count"":2,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,39,8e8da903
17714,RedmondWill_17714,0,Will,22,Redmond,17714,0,gen_7_M_BD_01,272,71,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,186,8e8da903
17724,WorleyDaryl_17724,0,Daryl,41,Worley,17724,0,gen_7_B_B_009,207,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,205,8e8da903
17728,JudonMatthew_17728,2,Matthew,15,Judon,17728,0,gen_7_M_N_024,284,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,261,8e8da903
17731,LowryDean_17731,2,Dean,94,Lowry,17731,0,gen_2_B_B_004,23,78,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,296,8e8da903
17734,NgakoueYannick_17734,2,Yannick,91,Ngakoue,17734,0,gen_7_M_BD_02,273,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,86,8e8da903
17738,CollinsMaliek_17738,3,Maliek,99,Collins,17738,0,gen_7_H_G_004,264,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,150,8e8da903
17739,DaySheldon_17739,2,Sheldon,64,Day,17739,0,gen_6_H_G_01,188,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,294,8e8da903
17740,GotsisAdam_17740,2,Adam,93,Gotsis,17740,0,gen_1_BM_MB_005,13,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",1,-4685696,290,8e8da903
17742,JohnsonAustin_17742,3,Austin,98,Johnson,17742,0,gen_5_H_MG_006,267,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,314,8e8da903
17746,ReaderDJ_17746,3,D.J.,98,Reader,17746,0,gen_7_H_BD_03,244,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,335,8e8da903
17747,RidgewayHassan_17747,3,Hassan,91,Ridgeway,17747,0,gen_6_BHM_BM_004,177,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,305,8e8da903
17751,BushDeon_17751,0,Deon,26,Bush,17751,0,gen_6_T_N_009,203,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,200,8e8da903
17752,ByardKevin_17752,0,Kevin,31,Byard III,17752,0,gen_7_B_N_0012,216,71,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,212,8e8da903
17755,KearseJayron_17755,0,Jayron,1,Kearse,17755,0,gen_7_M_N_001,281,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,215,8e8da903
17756,KillebrewMiles_17756,0,Miles,28,Killebrew,17756,0,gen_3_BMT_S_003,87,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",3,-4685696,222,8e8da903
17758,SimmonsJustin_17758,0,Justin,31,Simmons,17758,0,gen_4_B_N_005,109,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",4,-4685696,202,8e8da903
17759,FairbairnKaimi_17759,1,Ka'imi,15,Fairbairn,17759,0,gen_4_B_MS_01,103,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",4,-4685696,183,8e8da903
17765,VigilNick_17765,2,Nick,41,Vigil,17765,0,gen_1_B_S_002,12,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",1,-4685696,239,8e8da903
17776,SeumaloIsaac_17776,3,Isaac,73,Seumalo,17776,0,gen_4_H_N_001,115,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",4,-4685696,303,8e8da903
17777,ThuneyJoe_17777,3,Joe,62,Thuney,17777,0,gen_2_H_B_004,60,77,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,304,8e8da903
17784,CampbellDeVondre_17784,2,De'Vondre,59,Campbell,17784,0,gen_7_M_N_024,284,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,72,8e8da903
17789,WeatherlyStephen_17789,2,Stephen,91,Weatherly,17789,0,gen_7_B_B_001,204,77,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,265,8e8da903
17818,DixonRiley_17818,1,Riley,9,Dixon,17818,0,gen_1_B_N_01,5,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",1,-4685696,221,8e8da903
17825,BradberryJames_17825,0,James,24,Bradberry IV,17825,0,gen_7_H_N_01,270,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,210,8e8da903
17828,KwiatkoskiNick_17828,2,Nick,53,Kwiatkoski,17828,0,gen_1_B_B_005,1,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",1,-4685696,242,8e8da903
17829,OnyemataDavid_17829,3,David,90,Onyemata,17829,0,gen_7_H_G_009,267,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,300,8e8da903
17834,JeffersonQuinton_17834,2,Quinton,72,Jefferson,17834,0,gen_6_H_N_20,247,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,291,8e8da903
17837,VaitaiHalapoulivaati_17837,3,Halapoulivaati,72,Vaitai,17837,0,gen_4_H_BD_01,114,78,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",4,-4685696,160,8e8da903
17838,HillTyreek_17838,0,Tyreek,10,Hill,17838,0,gen_7_BHM_MG_001,237,70,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,191,8e8da903
17845,BondDevante_17845,2,Devante,51,Bond,17845,0,gen_7_BMH_GS_011,245,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,236,8e8da903
17847,SchweitzerWes_17847,3,Wes,71,Schweitzer,17847,0,gen_2_H_G_01,57,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,300,8e8da903
17852,GrugierHillKamu_17852,2,Kamu,54,Grugier-Hill,17852,0,gen_5_M_B_001,146,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",5,-4685696,220,8e8da903
17854,RobertsElandon_17854,2,Elandon,50,Roberts,17854,0,gen_6_BHM_BM_004,176,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,238,8e8da903
17855,HuntJoey_17855,3,Joey,62,Hunt,17855,0,gen_2_M_N_04,67,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,299,8e8da903
17858,SeymourKevon_17858,0,Kevon,25,Seymour,17858,0,gen_6_B_N_01,171,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,188,8e8da903
17859,ParksWill_17859,0,Will,39,Parks,17859,0,gen_7_BHM_S_010,242,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,200,8e8da903
17860,KarrasTed_17860,3,Ted,64,Karras,17860,0,gen_2_H_B_004,53,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,310,8e8da903
17868,WashingtonDwayne_17868,2,Dwayne,39,Washington,17868,0,gen_6_B_N_01,171,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,223,8e8da903
17872,MatakevichTyler_17872,2,Tyler,44,Matakevich,17872,0,gen_2_H_BD_03,56,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,235,8e8da903
17893,McKissicJD_17893,0,J.D.,23,McKissic,17893,0,gen_7_B_B_001,204,70,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,195,8e8da903
17897,RobertsonHarrisRoy_17897,2,Roy,95,Robertson-Harris,17897,0,gen_6_B_MS_01,161,77,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,130,8e8da903
17900,KreiterCasey_17900,1,Casey,59,Kreiter,17900,0,gen_2_H_BD_03,56,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,90,8e8da903
17912,BrendelJake_17912,3,Jake,64,Brendel,17912,0,gen_2_H_BD_03,56,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,299,8e8da903
17960,AndersonRobby_17960,0,Robbie,3,Chosen,17960,0,gen_5_B_S_008,137,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",5,-4685696,190,8e8da903
18001,EricksonAlex_18001,0,Alex,82,Erickson,18001,0,gen_2_B_S_001,41,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,195,8e8da903
19982,WinstonJameis_19982,0,Jameis,5,Winston,19982,0,gen_6_B_N_004,165,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":1,""field_count"":2,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,71,8e8da903
19983,MariotaMarcus_19983,0,Marcus,18,Mariota,19983,0,gen_3_H_S_001,93,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":1,""field_count"":2,""export_path"":""PLEX_LOUT.json/.csv""}",3,-4685696,62,8e8da903
20051,StaffordMatthew_20051,0,Matthew,9,Stafford,20051,0,gen_2_BMH_G_009,47,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,220,8e8da903
20162,HoyerBrian_20162,1,Brian,7,Hoyer,20162,0,gen_1_B_S_001,11,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",1,-4685696,55,8e8da903
20305,MorsteadThomas_20305,1,Thomas,6,Morstead,20305,0,gen_2_B_B_004,23,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,225,8e8da903
20328,LockDrew_20328,0,Drew,2,Lock,20328,0,gen_2_M_S_011,71,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":1,""field_count"":2,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,68,8e8da903
20329,BrowningJake_20329,1,Jake,6,Browning,20329,0,gen_1_B_N_01,5,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",1,-4685696,209,8e8da903
20330,GrierWill_20330,1,Will,16,Grier,20330,0,gen_2_BMH_S_010,51,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,220,8e8da903
20331,RypienBrett_20331,0,Brett,11,Rypien,20331,0,gen_2_M_N_22,69,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,202,8e8da903
20334,McSorleyTrace_20334,0,Trace,4,McSorley,20334,0,gen_2_B_S_001,41,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,202,8e8da903
20335,StickEaston_20335,0,Easton,2,Stick,20335,0,gen_2_M_S_011,71,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,224,8e8da903
20338,GaskinMyles_20338,0,Myles,37,Gaskin,20338,0,gen_5_B_N_01,132,70,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",5,-4685696,194,8e8da903
20344,ArcegaWhitesideJJ_20344,0,J.J.,83,Arcega-Whiteside,20344,0,gen_4_T_N_006,123,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":1,""field_count"":2,""export_path"":""PLEX_LOUT.json/.csv""}",4,-4685696,77,8e8da903
20347,MinshewIIGardner_20347,0,Gardner,15,Minshew II,20347,0,gen_2_M_N_04,67,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,225,8e8da903
20348,SamuelDeebo_20348,2,Deebo,1,Samuel Sr,20348,0,gen_7_B_G_005,210,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,55,8e8da903
20350,SillsVDavid_20350,0,David,87,Sills V,20350,0,gen_2_M_S_011,71,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,211,8e8da903
20351,MorganJrStanley_20351,0,Stanley,14,Morgan Jr,20351,0,gen_7_BMH_GS_005,244,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,205,8e8da903
20353,MetcalfDK_20353,2,D.K.,14,Metcalf,20353,0,gen_7_B_G_005,210,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,235,8e8da903
20355,CampbellParris_20355,0,Parris,80,Campbell,20355,0,gen_7_BMH_GS_005,244,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,208,8e8da903
20356,RenfrowHunter_20356,1,Hunter,13,Renfrow,20356,0,gen_2_B_S_001,41,70,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,185,8e8da903
20357,GentryZach_20357,2,Zach,88,Gentry,20357,0,gen_2_H_N_007,62,80,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,265,8e8da903
20358,OliverJosh_20358,2,Josh,84,Oliver,20358,0,gen_4_B_BM_01,123,77,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",4,-4685696,99,8e8da903
20359,SweeneyTommy_20359,2,Tommy,47,Sweeney,20359,0,gen_2_BMH_S_010,51,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,251,8e8da903
20360,CajusteYodny_20360,2,Yodny,70,Cajuste,20360,0,gen_7_BMH_MB_019,246,77,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,310,8e8da903
20361,RisnerDalton_20361,3,Dalton,66,Risner,20361,0,gen_2_H_B_004,53,77,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,312,8e8da903
20362,McGaryKaleb_20362,3,Kaleb,76,McGary,20362,0,gen_2_H_N_009,63,78,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,306,8e8da903
20364,ScharpingMax_20364,3,Max,64,Scharping,20364,0,gen_1_H_S_003,19,78,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",1,-4685696,325,8e8da903
20365,AndersonCalvin_20365,2,Calvin,67,Anderson,20365,0,gen_7_H_G_02,268,77,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,300,8e8da903
20366,EdogaChuma_20366,2,Chuma,71,Edoga,20366,0,gen_6_BM_N_009,180,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,148,8e8da903
20367,PrinceIsaiah_20367,2,Isaiah,75,Prince,20367,0,gen_7_H_BD_03,261,79,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,305,8e8da903
20368,DillardAndre_20368,2,Andre,73,Dillard,20368,0,gen_3_H_S_001,93,77,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",3,-4685696,315,8e8da903
20369,LindstromChris_20369,3,Chris,63,Lindstrom,20369,0,gen_2_H_GM_004,59,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,307,8e8da903
20371,DeiterMichael_20371,3,Michael,60,Deiter,20371,0,gen_1_H_S_003,19,78,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",1,-4685696,315,8e8da903
20372,BradburyGarrett_20372,3,Garrett,56,Bradbury,20372,0,gen_2_BMH_S_010,51,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,300,8e8da903
20373,PierschbacherRoss_20373,3,Ross,77,Pierschbacher,20373,0,gen_1_B_N_007,4,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",1,-4685696,315,8e8da903
20376,JenkinsElgton_20376,3,Elgton,74,Jenkins,20376,0,gen_7_H_BMS_013,262,77,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,311,8e8da903
20377,HurstHayden_13256,3,Hjalte,72,Froholdt,20377,0,gen_1_B_B_005,1,77,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",1,-4685696,310,8e8da903
20380,CottonSrLester_20380,3,Lester,61,Cotton,20380,0,gen_7_BMH_MG_003,248,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,175,8e8da903
20381,StidhamJarrett_20381,0,Jarrett,8,Stidham,20381,0,gen_2_H_B_010,55,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,215,8e8da903
20388,IsabellaAndy_20388,0,Andy,87,Isabella,20388,0,gen_2_M_S_011,71,69,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,188,8e8da903
20390,IngoldAlec_20390,0,Alec,30,Ingold,20390,0,gen_3_H_S_001,93,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":1,""field_count"":2,""export_path"":""PLEX_LOUT.json/.csv""}",3,-4685696,75,8e8da903
20393,MoreauFoster_20393,2,Foster,87,Moreau,20393,0,gen_2_B_N_006,36,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,250,8e8da903
20394,WescoTrevon_20394,2,Trevon,88,Wesco,20394,0,gen_4_M_BD_02,119,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",4,-4685696,267,8e8da903
20395,SampleDrew_20395,2,Drew,89,Sample,20395,0,gen_2_BMH_S_002,48,77,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,255,8e8da903
20397,HowardTytus_20397,3,Tytus,71,Howard,20397,0,gen_6_H_BD_01,186,77,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,162,8e8da903
20398,DaleyDennis_20398,3,Dennis,71,Daley,20398,0,gen_7_BMH_GS_011,245,78,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,165,8e8da903
20400,PowersBen_20400,3,Ben,74,Powers,20400,0,gen_2_H_G_01,57,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,310,8e8da903
20402,DavisNate_20402,3,Nate,64,Davis,20402,0,gen_7_H_BMS_013,262,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,316,8e8da903
20403,OmenihuCharles_20403,2,Charles,90,Omenihu,20403,0,gen_7_M_BD_02,273,77,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,280,8e8da903
20405,BuggsIsaiah_20405,3,Isaiah,96,Buggs,20405,0,gen_7_H_BD_03,261,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,335,8e8da903
20406,WrenRenell_20406,3,Renell,79,Wren,20406,0,gen_7_BMH_GS_005,244,77,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,315,8e8da903
20408,GainesGreg_20408,3,Greg,96,Gaines,20408,0,gen_1_H_BD_01,15,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",1,-4685696,152,8e8da903
