_parent_table_path,_parent_table_name,_parent_record_index,_index,CGID,CYID,DGID,DISN,IMIL,SGID,SID1,TAFL,TALG,TAPP,TASN,TB2B,TB2G,TB2R,TBCB,TBCG,TBCR,TCRP,TDAN,TDNA,TDPB,TFLO,TGID,THAR,THPS,THSC,TLGO,TLNA,TLRR,TLSA,TMAN,TMHO,TMHT,TMID,TMNC,TMOT,TMSO,TMST,TNCI,TOID,TOPB,TORD,TPFN,TPLE,TRDB,TRDE,TRDL,TRLB,TROF,TROL,TROV,TRQB,TRRB,TRST,TRV1,TRV2,TRV3,TSNA,TSNS,TTPC,TUAN,TUFP,TUHO,TVIS,TWRR,TYSE,TYSF
BLOB,BLOB,1,122,9,111,4,7,0,622,1023,0,122,0,VANDER,114,175,207,38,42,45,135,teamdb_vandy,Vanderbilt,527,0,1222,74,0,1,122,Vanderbilt,0,122,VAN,#AnchorDown,#Dores,279,Commodores,Crescere aude,Anchor Down,Dores,164,1222,322,127,VAN,13,82,81,79,78,80,76,80,77,84,95,1201,1149,1182,VAND,47,72,VANDER,VAN,15,0,84,1873,1890
BLOB,BLOB,1,123,0,228,6,7,0,623,1023,0,123,0,VIRGIN,19,71,255,76,40,18,137,teamdb_uva,Virginia,507,0,1223,52,1,1,123,Virginia,0,123,UVA,#GoHoos,#Wahoowa,280,Cavaliers,0,Go Hoos,Wahoowa,165,1223,324,128,UVA,11,82,83,84,76,82,82,82,79,85,85,1224,1172,1132,UVA,29,61,VIRGIN,UVA,15,0,81,1819,1888
BLOB,BLOB,1,124,0,229,6,7,0,624,1023,0,124,0,VATECH,32,69,207,62,44,106,136,teamdb_vt,Virginia Tech,508,0,1224,24,0,1,124,Virginia Tech,0,124,VT,#ThisIsHome,#LetsGoHokies,281,Hokies,Ut Prosim,This Is Home,Let's go Hokies,166,1224,323,129,VT,4,82,80,80,71,80,74,80,77,85,88,1223,1228,1158,VT,42,25,VATECH,VT,15,0,83,1872,1892
BLOB,BLOB,1,125,0,230,6,7,0,625,1023,0,125,0,WAKEFO,147,186,209,32,31,35,138,teamdb_wake,Wake Forest,527,0,1225,76,0,1,125,Wake Forest,0,125,WAKE,#GoDeacs,#GoldandBlack,282,Demon Deacons,Pro Humanitate,Go Deacs,Gold and Black,167,1225,325,130,WAKE,13,81,77,77,69,76,70,77,79,80,86,1172,1167,1126,WAKE,58,77,WAKEFO,WAKE,15,0,83,1834,1888
BLOB,BLOB,1,126,1,231,10,7,0,626,1023,0,126,1,WASHIN,135,183,208,106,36,54,139,teamdb_wash,Washington,519,0,1226,20,0,1,126,Washington,0,126,WASH,#PurpleReign,#GoHuskies,283,Huskies,Lux sit,Purple Reign,Go Huskies,100,1226,327,131,WASH,0,78,80,81,77,83,78,82,88,83,86,1183,1227,1117,WASH,23,17,WASHIN,WASH,15,0,84,1861,1889
BLOB,BLOB,1,127,8,232,0,7,0,627,1023,0,127,0,WASSTA,173,169,162,54,32,163,140,teamdb_wsu,Washington St.,508,0,1227,73,0,1,127,Washington State,0,127,WSU,#MadeofCrimson,#GoCougs,284,Cougars,0,Made of Crimson,Go Cougs,92,1227,326,132,WSU,8,73,73,77,70,73,69,73,71,80,86,1226,1184,1112,WSU,87,53,WASSTA,WSU,15,0,84,1890,1894
BLOB,BLOB,1,128,2,234,17,7,0,628,1023,0,128,0,WVIRGI,33,170,234,82,45,15,143,teamdb_wvu,West Virginia,501,0,1228,30,0,1,128,West Virginia,0,128,WVU,#HailWV,#LetsGo,285,Mountaineers,false,Hail WV,Lets Go,80,1228,328,133,WVU,5,77,75,78,72,81,80,78,79,91,85,1186,1224,1198,WVU,77,34,WVIRGI,WVU,15,0,78,1867,1891
BLOB,BLOB,1,129,4,237,8,7,0,629,1023,0,129,0,WKENTU,184,181,179,47,32,208,145,teamdb_wku,W. Kentucky,517,0,1229,118,0,1,129,Western Kentucky,0,129,WKU,#GoTops,#Red&White,286,Hilltoppers,The Spirit Makes the Master,Go Tops,Red & White,168,1229,329,134,WKU,3,76,71,71,66,73,71,73,72,80,83,1162,1155,1207,WKU,88,102,WKENTU,WKU,15,0,81,1906,1908
BLOB,BLOB,1,130,6,238,2,7,0,630,1023,0,130,1,WMICHI,0,213,255,0,27,81,142,teamdb_wmu,W. Michigan,527,0,1230,107,0,1,130,Western Michigan,0,130,WMU,#BroncosReign,#GoBroncos,287,Broncos,So that all may learn,Broncos Reign,Go Broncos,89,1230,330,135,WMU,8,74,70,70,67,75,73,72,77,86,77,1118,1127,1206,WMU,89,100,WMICHI,WMU,15,0,72,1903,1906
BLOB,BLOB,1,131,1,240,10,7,0,631,1023,0,131,2,WISCON,255,255,255,48,2,193,141,teamdb_wisc,Wisconsin,506,0,1231,15,0,1,131,Wisconsin,0,131,WIS,#OnWisconsin,#GoBadgers,288,Badgers,Numen Lumen,On Wisconsin,Go Badgers,169,1231,331,136,WIS,5,80,77,77,72,80,75,78,84,84,86,1163,1142,1168,WISC,61,15,WISCON,WIS,15,0,77,1848,1889
BLOB,BLOB,1,132,7,242,12,7,0,632,1023,0,132,1,WYOMIN,41,198,255,41,54,80,144,teamdb_wyo,Wyoming,523,0,1232,89,0,1,132,Wyoming,0,132,WYO,#GoPokes,#GoWyo,289,Cowboys,Equality,Go Pokes,Go Wyo,138,1232,332,137,WYO,4,72,71,72,70,73,71,72,76,81,80,1124,1100,1219,WYO,124,92,WYOMIN,WYO,15,0,75,1886,1893
BLOB,BLOB,1,133,4,187,8,7,0,633,1023,0,133,1,KENN,48,187,253,37,37,37,120,teamdb_kenn,Kennesaw St.,514,0,1233,134,0,1,133,Kennesaw State,0,133,KENN,#HootyHoo,#OwlNation,153,Owls,"Wisdom, Justice, Moderation",Hooty Hoo,Owl Nation,104,1233,333,48,Kenn,255,74,73,74,71,71,72,72,73,68,78,1136,1144,1150,KENN,103,134,KENN,KENN,15,0,77,1963,2015
BLOB,BLOB,1,134,4,258,8,7,0,662,1023,0,134,1,DEL,3,209,254,137,82,0,120,teamdb_dela,Delaware,515,0,1234,134,0,1,134,Delaware,0,134,DEL,#GoHens,#FeartheBird,108,Blue Hens,Scientia Sol Mentis Est,Go Hens,Fear The Bird,170,1234,334,25,DEL,255,74,72,72,72,77,71,75,81,82,77,1145,1150,1235,DEL,122,134,DEL,DEL,15,0,82,1743,1889
BLOB,BLOB,1,135,4,106,8,7,0,663,1023,0,135,1,MOST,162,161,158,62,46,112,120,teamdb_mist,Missouri State,502,0,1235,134,0,1,135,Missouri State,0,135,MOST,#WeAreMoState,#JoinTheClimb,183,Bears,0,We Are Mo State,Join The Climb,88,1235,335,67,MOST,255,71,70,72,68,72,68,71,75,80,82,1107,1135,1234,MOST,133,134,MOST,MOST,15,0,80,1905,1909
BLOB,BLOB,1,136,7,140,12,7,0,664,1023,0,150,2,NDSU,46,200,255,61,88,0,120,teamdb_ndsu,NDSU,505,0,1250,134,0,1,150,North Dakota State,0,150,0,#BisonPride,#HornsUp,0,Bison,false,Bison Pride,Horns Up,0,1250,386,75,NDSU,255,71,71,73,74,73,71,72,74,84,81,1145,1232,1100,NDSU,137,134,NDSU,NDSU,15,0,76,1905,1909
BLOB,BLOB,1,137,6,124,2,7,0,665,1023,0,151,0,SACST,129,181,196,55,77,0,120,teamdb_sacst,Sac State,526,0,1251,134,0,1,151,Sacramento State,0,151,0,#StingersUp,#GreenLine,0,Hornets,Scientia Sol Mentis Est,Stingers Up,Green Line,0,1251,387,93,SAC,255,73,72,73,71,72,70,71,75,78,70,1235,1135,1210,SAC,138,134,SACST,SACST,15,0,72,1743,1889
