_parent_table_path,_parent_table_name,_parent_record_index,_index,EPAV,ISCN,PACC,PAGE,PAGI,PAWR,PBCV,PBKT,PBSG,PBSK,PCAR,PCBT,PCMT,PCTH,PDPI,PDRO,PDRR,PELU,PEPS,PFMS,PFNA,PGID,PHAN,PHGT,PHSN,PHTN,PICN,PIEA,PIIP,PIMP,PINJ,PJEN,PJMP,PKAC,PKPR,PKRT,PLBD,PLBK,PLCI,PLCP,PLDT,PLHT,PLIB,PLJM,PLMC,PLMO,PLNA,PLPE,PLPL,PLPM,PLPO,PLPR,PLPU,PLRL,PLSA,PLSC,PLSM,PLTR,PLTY,PLZC,PMRR,POID,POVR,PPBF,PPBK,PPBS,PPLA,PPOS,PQBS,PRBF,PRBK,PRBS,PROL,PRSD,PRSE,PSPD,PSTA,PSTM,PSTR,PSXP,PTAD,PTAK,PTAM,PTAS,PTEN,PTGH,PTHA,PTHP,PTOR,PTUP,PUHE,PWGT,PYCF,PYEA,PYWT,SRRN,TGID
BLOB,BLOB,1,4433,0,0,70,0,69,70,35,35,42,37,50,3,1173,30,0,63,31,55,DarbyTim_11980,33,Tim,11980,0,76,32,Greensboro,1,1,0,47,80,75,69,40,47,31,25505,64,26,0,1,41,77,31,29,1,Darby,30,0,38,99,28,31,40,31,30,30,33,38,28,27,11980,66,70,69,61,45,6,0,81,72,61,0,3,15,57,92,20,82,843,11,32,36,24,1,91,23,38,33,43,0,138,53,3,0,30,1119
BLOB,BLOB,1,4434,0,0,74,0,67,52,33,31,31,43,52,1,6839,40,0,63,29,69,HollisterMorris_11981,48,Morris,11981,0,74,42,Mount Enterprise,1,1,0,24,82,89,64,63,72,27,25505,35,38,0,1,42,43,36,28,1,Hollister,39,0,33,99,32,36,50,40,34,35,40,62,33,40,11981,67,34,39,34,44,20,0,29,15,25,0,0,5,71,85,46,52,2190,34,26,27,15,1,85,30,18,23,29,0,43,48,0,0,42,1139
BLOB,BLOB,1,4435,0,0,75,0,66,63,27,30,66,47,52,3,2594,35,0,63,28,53,KennedyLloyd_11984,62,Lloyd,11984,0,76,29,Montvale,1,1,0,20,88,49,74,32,42,35,25505,57,28,0,1,74,66,29,42,1,Kennedy,35,0,61,99,65,79,41,30,29,26,33,44,29,26,11984,66,58,60,52,45,12,0,51,54,59,0,3,5,63,93,20,84,1114,28,80,19,23,1,95,18,10,13,33,0,138,43,1,0,29,1115
BLOB,BLOB,1,4436,0,0,82,0,78,74,28,28,34,48,56,3,4775,39,0,63,38,54,StreetsGeorge_11985,48,George,11985,0,74,29,Medford,1,1,0,23,82,76,79,29,41,43,25505,79,39,0,1,32,77,42,37,1,Streets,38,0,30,99,40,44,44,26,43,38,28,38,42,42,11985,73,76,70,65,46,6,0,90,69,68,1,3,5,65,95,36,80,4741,22,27,26,37,1,91,11,35,37,27,0,142,53,3,0,38,1189
BLOB,BLOB,1,4437,0,0,74,0,75,74,35,35,39,27,57,2,6066,34,0,63,35,54,LambChristopher_11986,43,Christopher,11986,0,77,29,Newark,1,1,0,12,81,68,71,26,40,37,25505,67,37,0,1,38,71,32,35,1,Lamb,33,0,40,99,38,34,42,35,32,37,31,31,32,36,11986,59,63,70,73,46,9,0,59,60,55,0,0,15,62,84,15,82,3895,30,34,33,32,1,81,23,36,21,31,0,144,55,0,0,32,1115
BLOB,BLOB,1,4438,0,0,91,0,88,65,54,36,48,34,47,0,2455,56,0,63,30,86,JacobsJohnny_11987,24,Johnny,11987,0,74,20,Springfield,1,1,0,40,83,38,86,34,47,52,25505,54,26,0,1,56,44,62,68,1,Jacobs,54,0,29,99,66,68,42,41,31,57,35,54,56,30,11987,66,60,64,51,38,16,0,52,54,63,0,3,3,88,91,36,58,84,15,53,13,16,1,90,15,28,12,25,0,37,48,0,0,32,1119
BLOB,BLOB,1,4439,0,0,87,0,82,69,42,31,59,31,54,2,755,56,0,63,33,76,CallowayEddie_11988,54,Eddie,11988,0,73,16,Berea,1,1,0,30,83,30,85,29,25,36,25505,33,31,0,1,67,49,43,67,1,Calloway,36,0,50,99,68,80,43,35,35,46,31,52,74,31,11988,67,36,40,35,37,14,0,33,25,36,0,3,3,79,89,34,69,2056,30,79,34,11,1,83,11,16,13,34,0,70,54,1,0,34,1173
BLOB,BLOB,1,4440,0,0,93,0,89,60,66,29,56,32,39,0,753,71,0,63,41,86,CallawayJavier_11989,37,Javier,11989,0,72,26,Blair,1,1,0,35,85,43,89,42,38,54,25505,55,45,0,1,75,56,60,67,1,Callaway,65,0,39,99,69,78,50,34,44,68,35,59,67,39,11989,69,61,54,52,24,17,0,52,49,57,1,0,3,90,84,33,60,24,12,65,10,21,1,89,33,18,12,28,0,24,51,0,0,42,1168
BLOB,BLOB,1,4441,0,0,89,0,87,67,49,43,46,45,44,0,3228,63,0,63,27,84,McKoyJustice_11990,33,Justice,11990,0,72,29,Richland,1,1,0,29,81,49,84,48,30,49,25505,54,32,0,1,66,50,53,63,1,McKoy,72,0,36,99,67,66,42,48,31,55,41,57,69,27,11990,67,62,66,54,29,16,0,53,59,65,0,0,3,88,90,33,62,1812,37,63,24,22,1,92,31,28,10,29,0,21,48,2,0,25,1148
BLOB,BLOB,1,4442,0,0,74,0,69,63,40,40,71,35,58,2,941,27,0,63,27,59,ClaybornRoderick_11991,53,Roderick,11991,0,75,15,Lansing,1,1,0,14,87,85,72,25,42,41,25505,43,26,0,1,81,69,29,24,1,Clayborn,19,0,72,99,60,73,39,44,28,27,41,41,22,27,11991,68,53,57,48,28,10,0,51,50,62,0,0,13,69,76,15,84,1387,15,77,11,23,1,85,37,35,30,36,0,109,45,0,0,28,1129
BLOB,BLOB,1,4443,0,0,86,0,74,58,30,27,50,34,50,2,2990,41,0,63,37,72,LoweWillie_11994,69,Willie,11994,0,75,8,Miami,1,1,0,14,75,70,81,37,36,38,25505,34,39,0,1,79,64,38,36,1,Lowe,43,0,61,99,58,78,43,28,37,41,28,39,46,41,11994,65,30,30,28,29,11,0,31,19,32,0,0,3,75,89,15,71,4591,32,74,11,10,1,79,35,33,32,45,0,157,49,0,0,41,1129
BLOB,BLOB,1,4444,0,0,89,0,84,83,48,36,54,39,28,0,5892,57,0,63,29,81,HitchensJacoby_11995,28,Jacoby,11995,0,70,13,Lowell,1,1,0,44,86,39,81,37,24,44,25505,58,23,0,1,76,56,46,68,1,Hitchens,65,0,40,99,75,70,40,50,26,47,47,60,66,25,11995,71,60,59,52,34,17,0,53,47,63,0,3,3,86,88,36,65,3710,31,64,29,20,1,88,32,28,32,24,0,60,59,2,0,27,1110
BLOB,BLOB,1,4445,0,0,91,0,86,57,47,23,47,41,59,2,19,62,0,63,47,81,AdamsOwen_12000,49,Owen,12000,0,72,7,Washington,1,1,0,44,76,96,86,43,48,41,25505,51,25,0,1,67,61,46,67,1,Adams,51,0,41,99,70,83,46,23,45,46,25,49,82,44,12000,69,59,58,48,31,13,0,52,48,55,0,0,3,83,94,28,63,3180,18,75,12,36,1,87,23,38,11,47,0,87,45,2,0,46,1114
BLOB,BLOB,1,4446,0,0,85,0,78,80,32,34,52,43,53,2,2316,45,0,63,30,75,HolmesPercy_12002,44,Percy,12002,0,72,34,Pickerington,1,1,0,25,88,36,82,34,32,34,25505,52,33,0,1,63,58,29,58,1,Holmes,37,0,41,99,68,75,44,36,32,29,36,49,71,28,12002,63,58,64,51,37,13,0,52,53,62,0,3,3,77,83,10,74,3396,37,68,33,37,1,89,32,19,28,46,0,78,54,0,0,28,1148
BLOB,BLOB,1,4447,0,0,89,0,83,64,42,32,55,35,52,2,1857,56,0,63,38,80,GilchristEric_12005,44,Eric,12005,0,72,8,Miami,1,1,0,46,85,29,85,34,46,39,25505,51,34,0,1,66,61,42,61,1,Gilchrist,43,0,43,99,67,79,46,32,38,43,31,49,79,38,12005,65,59,62,54,40,13,0,53,52,58,0,0,3,80,84,15,73,1872,29,69,34,36,1,82,18,12,25,34,0,64,55,1,0,37,1129
BLOB,BLOB,1,4448,0,0,73,0,63,55,27,30,65,48,53,3,449,31,0,63,24,50,BlackstockRashawn_12006,59,Rashawn,12006,0,76,21,Byron Center,1,1,0,16,83,99,72,40,38,29,25505,53,26,0,1,74,67,26,31,1,Blackstock,25,0,57,99,60,76,41,31,28,27,29,44,22,27,12006,61,58,62,50,45,12,0,51,51,59,0,0,5,62,85,20,83,2887,19,78,37,27,1,82,24,12,18,34,0,142,58,0,0,28,1118
BLOB,BLOB,1,4449,0,0,79,0,63,59,30,32,76,27,52,3,1678,34,0,63,28,49,FosterGerald_12009,63,Gerald,12009,0,76,46,Seattle,1,1,0,5,88,56,76,26,42,34,25505,55,28,0,1,85,72,30,37,1,Foster,29,0,66,99,72,86,40,30,26,28,34,44,25,27,12009,72,59,64,50,47,12,0,50,51,59,0,0,15,65,89,20,84,660,27,88,36,23,1,89,10,30,31,35,0,137,44,2,0,26,1131
BLOB,BLOB,1,4450,0,0,87,0,77,65,27,27,55,35,50,2,2781,54,0,63,46,74,LanghamAlonzo_12010,82,Alonzo,12010,0,76,13,Zionsville,1,1,0,5,82,55,83,36,36,38,25505,36,46,0,1,75,67,45,41,1,Langham,45,0,62,99,61,78,49,28,42,43,29,39,48,43,12010,72,32,31,28,39,11,0,28,21,30,1,3,3,78,85,15,71,3877,18,78,11,32,1,83,23,29,37,35,0,91,50,1,0,44,1141
BLOB,BLOB,1,4451,0,0,75,0,64,61,26,37,64,34,55,0,5346,35,0,63,26,53,WilliamsDaniel_12011,65,Daniel,12011,0,76,40,Sioux Falls,1,1,0,7,86,64,74,36,38,33,25505,56,25,0,1,78,65,28,35,1,Williams,30,0,65,99,70,81,41,38,28,27,38,44,30,26,12011,67,60,64,52,30,12,0,52,53,60,0,3,5,63,93,36,85,1195,20,82,19,29,1,91,33,34,37,30,0,130,48,0,0,25,1221
BLOB,BLOB,1,4452,0,0,69,0,71,84,40,37,49,47,54,2,6073,32,0,63,30,58,McGheeHugh_12016,37,Hugh,12016,0,76,17,Saint Francisville,1,1,0,13,85,75,69,39,34,32,25505,68,29,0,1,53,77,28,32,1,McGhee,30,0,51,99,41,33,42,38,29,32,37,34,29,27,12016,66,67,71,73,42,9,0,59,62,51,0,3,15,58,88,15,87,4068,21,39,20,35,1,90,28,15,12,28,0,140,46,0,0,27,1152
BLOB,BLOB,1,4453,0,0,89,0,84,62,79,68,46,41,80,2,4945,67,0,63,43,86,ThomasDalvin_12017,38,Dalvin,12017,0,72,13,West Lafayette,1,1,0,53,83,41,82,31,38,61,25505,35,50,0,1,56,37,69,33,1,Thomas,30,0,41,99,36,53,50,50,56,74,60,6,39,52,12017,72,43,48,47,41,1,0,28,41,29,0,3,3,86,88,15,74,744,29,50,27,30,1,85,19,33,36,32,0,61,52,0,0,55,1110
BLOB,BLOB,1,4454,0,0,91,0,86,63,45,25,49,44,49,2,1703,58,0,63,44,82,FreemanRuss_12019,50,Russ,12019,0,75,3,Springdale,1,1,0,26,82,95,85,43,42,40,25505,51,24,0,1,70,63,45,66,1,Freeman,42,0,45,99,68,85,45,26,47,47,26,49,84,41,12019,70,59,56,51,36,15,0,49,46,56,0,3,3,82,93,25,63,4248,33,75,22,14,1,90,34,24,26,43,0,75,50,3,0,44,1107
BLOB,BLOB,1,4455,0,0,74,0,69,69,42,41,67,33,51,2,0,27,0,63,26,58,ToweryKeith_12021,54,Keith,12021,0,76,48,Milwaukee,1,1,0,8,87,77,71,42,28,40,25505,36,29,0,1,78,66,26,24,1,Towery,23,0,80,99,56,74,39,43,29,28,43,41,25,29,12021,68,52,61,50,29,10,0,49,48,58,0,0,13,69,79,15,84,3060,24,82,33,31,1,79,25,10,32,24,0,93,48,2,0,26,1125
BLOB,BLOB,1,4456,0,0,58,0,68,64,33,37,46,33,53,3,4114,29,0,63,25,52,ReedTim_12024,28,Tim,12024,0,75,15,Lawrence,1,1,0,29,87,74,68,32,46,27,25505,61,26,0,1,46,79,25,26,1,Reed,25,0,43,99,39,29,42,36,29,27,34,38,27,27,12024,62,73,71,54,38,8,0,71,67,46,0,0,5,55,88,20,84,3309,14,34,29,23,1,89,25,13,21,36,0,145,45,1,0,24,1166
BLOB,BLOB,1,4457,0,0,92,0,88,65,68,27,49,28,47,0,5050,64,0,63,38,89,TuckKyle_12025,29,Kyle,12025,0,72,23,Amory,1,1,0,39,83,45,85,33,30,54,25505,58,32,0,1,72,52,60,62,1,Tuck,60,0,29,99,60,75,44,31,36,64,30,59,63,42,12025,65,59,50,48,30,18,0,52,47,57,0,0,3,88,87,40,58,3179,21,58,36,26,1,84,27,16,10,47,0,44,48,0,0,38,1173
BLOB,BLOB,1,4458,0,0,83,0,77,54,23,41,63,43,62,2,0,46,0,63,27,72,RaymontZac_12026,54,Zac,12026,0,74,13,Michigan City,1,1,0,42,81,90,82,42,31,33,25505,45,40,0,1,76,71,26,56,1,Raymont,27,0,53,99,60,72,40,42,28,24,40,53,65,25,12026,59,51,53,45,46,14,0,44,47,56,0,0,13,77,84,34,75,4697,31,78,10,18,1,87,33,18,20,30,0,72,59,0,0,24,1110
BLOB,BLOB,1,4459,0,0,82,0,80,68,24,24,29,45,58,4,950,39,0,63,41,51,ClemonsJason_12029,48,Jason,12029,0,76,42,Pampa,1,1,0,34,77,70,80,48,47,43,25505,76,39,0,1,27,71,44,41,1,Clemons,43,0,25,99,35,41,49,27,40,45,26,38,45,41,12029,64,71,73,64,29,6,0,71,67,44,0,3,5,67,98,20,78,514,12,27,12,22,1,88,11,26,25,28,0,160,48,1,0,39,1174
BLOB,BLOB,1,4460,0,0,80,0,75,54,33,35,46,33,52,2,252,35,0,63,36,54,BardenWill_12031,46,Will,12031,0,76,28,Exeter,1,1,0,18,85,70,78,38,45,36,25505,73,41,0,1,46,79,40,35,1,Barden,39,0,42,99,39,42,44,36,38,35,33,34,38,40,12031,68,78,73,71,47,9,0,83,68,63,1,0,5,64,87,15,85,4973,21,37,20,25,1,88,27,32,26,35,0,160,47,1,0,41,1175
BLOB,BLOB,1,4461,0,0,92,0,88,64,65,26,44,24,43,0,368,66,0,63,38,86,BennettTracy_12032,40,Tracy,12032,0,73,8,Miami,1,1,0,27,80,25,88,37,40,51,25505,51,35,0,1,61,43,57,59,1,Bennett,57,0,23,99,58,75,47,30,41,58,27,59,67,37,12032,65,54,49,48,35,18,0,51,49,55,0,0,3,89,88,33,54,488,31,58,20,29,1,88,10,23,10,42,0,36,48,0,0,35,1131
BLOB,BLOB,1,4462,0,0,88,0,82,79,42,45,57,46,24,0,4432,61,0,63,26,80,SeawrightTyler_12033,26,Tyler,12033,0,73,8,Miramar,1,1,0,43,87,28,81,47,37,42,25505,58,30,0,1,75,58,42,58,1,Seawright,63,0,34,99,63,64,39,62,29,44,60,58,64,25,12033,65,63,68,57,27,18,0,57,50,68,0,3,3,85,89,33,74,3760,21,61,31,34,1,88,36,37,27,42,0,40,43,0,0,24,1129
BLOB,BLOB,1,4463,0,0,90,0,85,80,52,39,53,37,63,0,853,58,0,63,29,83,ChambersDJ_12036,31,D.J.,12036,0,72,42,Cibolo,1,1,0,34,84,49,83,41,33,52,25505,55,22,0,1,74,56,48,62,1,Chambers,59,0,37,99,64,72,41,51,27,48,48,60,73,27,12036,71,62,63,52,36,17,0,53,47,65,0,3,3,87,90,36,66,297,24,65,35,17,1,90,35,12,33,37,0,39,58,3,0,28,1188
BLOB,BLOB,1,4464,0,0,88,0,82,72,47,38,56,37,60,0,5288,60,0,63,28,82,WestbrookWill_12038,26,Will,12038,0,73,0,Oxford,1,1,0,25,85,30,79,25,48,49,25505,53,26,0,1,72,54,48,57,1,Westbrook,63,0,34,99,70,69,38,51,28,46,47,58,66,27,12038,65,59,62,50,46,18,0,52,49,63,0,3,3,85,92,33,65,2183,18,63,21,30,1,87,26,12,35,32,0,53,55,1,0,28,1220
BLOB,BLOB,1,4465,0,0,75,0,72,79,40,40,58,27,56,2,1683,32,0,63,31,63,FoxTyrone_12040,54,Tyrone,12040,0,77,26,Bellevue,1,1,0,16,83,72,73,41,37,37,25505,37,31,0,1,75,67,28,23,1,Fox,25,0,69,99,55,73,42,42,30,28,40,40,29,27,12040,66,50,54,48,26,10,0,44,46,55,0,3,3,70,81,15,83,4886,11,75,16,28,1,79,12,14,34,37,0,97,50,1,0,30,1188
BLOB,BLOB,1,4466,0,0,66,0,65,66,31,38,47,25,56,3,6718,31,0,63,30,62,HessKevin_12043,31,Kevin,12043,0,73,32,Clayton,1,1,0,54,87,64,67,30,34,42,25505,60,31,0,1,50,79,29,29,1,Hess,27,0,50,99,37,32,43,40,28,32,39,30,25,30,12043,62,68,72,64,32,7,0,74,69,49,0,0,5,56,91,5,86,691,24,41,10,21,1,91,26,24,24,41,0,140,49,1,0,28,1119
BLOB,BLOB,1,4467,0,0,67,0,67,64,25,36,49,34,54,3,3205,24,0,63,29,51,McClainPeter_12044,26,Peter,12044,0,75,37,Lititz,1,1,0,34,83,74,67,28,37,45,25505,67,25,0,1,47,82,24,27,1,McClain,29,0,45,99,32,28,38,38,28,26,34,30,21,29,12044,64,71,71,61,48,7,0,79,72,52,0,0,5,55,85,5,86,2042,37,39,17,20,1,89,19,34,12,30,0,131,49,1,0,25,1101
BLOB,BLOB,1,4468,0,0,92,0,89,64,66,25,50,27,44,0,5353,66,0,63,39,90,WilsonFranklin_12046,38,Franklin,12046,0,71,42,Cuero,1,1,0,48,80,49,86,34,28,55,25505,57,38,0,1,69,52,62,59,1,Wilson,53,0,31,99,61,77,44,31,36,68,27,59,65,39,12046,65,56,49,51,36,18,0,50,49,55,0,0,3,88,86,36,55,2073,12,59,19,12,1,85,29,23,33,37,0,32,59,0,0,42,1221
BLOB,BLOB,1,4469,0,0,65,0,65,62,41,39,53,24,54,3,0,24,0,63,24,54,KnollKeith_12047,27,Keith,12047,0,73,13,Noblesville,1,1,0,46,85,59,62,30,45,28,25505,61,25,0,1,56,79,24,29,1,Knoll,24,0,53,99,33,30,38,39,26,29,40,37,26,24,12047,59,57,68,69,35,6,0,58,66,65,0,0,15,54,82,20,87,3752,27,38,10,34,1,83,14,36,26,39,0,137,47,0,0,25,1110
BLOB,BLOB,1,4470,0,0,82,0,70,71,34,28,66,42,55,4,5214,44,0,63,36,60,WallaceDeionte_12048,72,Deionte,12048,0,77,26,Omaha,1,1,0,4,80,73,76,29,40,38,25505,55,37,0,1,72,70,37,41,1,Wallace,41,0,66,99,70,80,44,29,37,34,27,45,37,33,12048,69,60,61,53,48,12,0,51,51,57,1,0,5,69,89,20,82,1829,29,79,13,17,1,87,25,34,26,43,0,141,53,0,0,36,1168
BLOB,BLOB,1,4471,0,0,84,0,80,70,27,39,56,41,46,2,6741,55,0,63,28,74,RussoCris_12049,44,Cris,12049,0,74,41,Brentwood,1,1,0,31,91,49,83,25,36,31,25505,37,39,0,1,69,57,30,57,1,Russo,33,0,52,99,61,75,43,38,27,31,40,52,73,25,12049,62,48,52,45,27,14,0,44,43,54,0,0,3,77,82,34,74,688,36,76,31,35,1,83,36,25,37,28,0,75,57,1,0,25,1129
BLOB,BLOB,1,4472,0,0,89,0,85,67,42,47,56,49,44,0,3030,57,0,63,23,82,MaclinTrey_12050,36,Trey,12050,0,69,31,Middle Village,1,1,0,30,88,41,85,32,38,50,25505,56,33,0,1,69,54,50,70,1,Maclin,67,0,42,99,69,75,38,58,29,55,47,55,63,23,12050,69,63,66,57,33,16,0,55,61,70,0,0,3,88,86,36,68,1785,27,69,31,21,1,88,13,23,31,39,0,24,52,1,0,25,1189
BLOB,BLOB,1,4473,0,0,64,0,58,59,35,35,37,29,60,1,239,27,0,63,25,59,BankstonRobert_12051,49,Robert,12051,0,71,4,Corona,1,1,0,24,84,96,79,69,80,40,25505,40,41,0,1,37,48,48,30,1,Bankston,41,0,28,99,32,26,47,33,25,25,27,62,25,29,12051,69,36,42,38,36,20,0,44,32,28,0,3,15,66,85,46,63,3,31,28,16,36,1,85,20,29,17,42,0,45,51,0,0,26,1162
BLOB,BLOB,1,4474,0,0,92,0,89,64,71,35,55,34,41,0,3557,68,0,63,42,90,NashTravis_12055,35,Travis,12055,0,70,8,Pensacola,1,1,0,26,85,25,86,31,44,57,25505,55,41,0,1,76,57,60,63,1,Nash,60,0,40,99,63,78,47,47,42,68,43,59,63,38,12055,67,60,61,55,37,18,0,53,50,63,0,0,3,88,88,36,63,4376,10,64,21,35,1,88,24,33,36,45,0,34,57,0,0,39,1189
BLOB,BLOB,1,4475,0,0,76,0,74,71,30,31,36,36,55,3,5018,34,0,63,36,59,TraylorGeorge_12057,42,George,12057,0,73,37,Downingtown,1,1,0,15,82,59,72,25,43,35,25505,75,36,0,1,33,76,38,38,1,Traylor,39,0,33,99,31,39,43,31,40,36,31,38,34,38,12057,67,71,69,53,31,8,0,77,72,58,0,0,5,60,92,20,81,1055,11,32,26,13,1,88,13,30,32,41,0,160,59,2,0,37,1131
BLOB,BLOB,1,4476,0,0,72,0,68,77,55,50,41,46,51,0,7162,32,0,63,25,65,EstradaJulian_12058,41,Julian,12058,0,74,16,Campbellsville,1,1,0,42,85,18,65,28,29,23,25505,37,26,0,1,53,41,53,35,1,Estrada,36,0,44,99,37,24,37,42,27,44,39,0,63,23,12058,68,33,46,36,67,0,0,37,46,38,0,3,13,71,87,38,62,4296,73,45,77,79,1,90,35,92,70,72,0,39,42,1,0,27,1209
BLOB,BLOB,1,4477,0,0,73,0,63,76,25,39,67,46,51,3,3164,27,0,63,27,49,MaybinJonathan_12059,62,Jonathan,12059,0,75,13,Indianapolis,1,1,0,8,96,52,73,26,37,32,25505,58,24,0,1,75,68,27,27,1,Maybin,24,0,67,99,59,74,39,40,28,26,38,44,24,28,12059,69,62,66,52,30,12,0,52,58,64,0,3,15,59,86,20,88,1787,29,77,14,18,1,88,17,35,22,45,0,130,47,0,0,26,1162
BLOB,BLOB,1,4478,0,0,90,0,85,63,59,38,58,37,33,0,2651,62,0,63,33,86,KirklandDerek_12061,33,Derek,12061,0,72,27,Henderson,1,1,0,33,81,30,83,46,33,51,25505,55,33,0,1,77,59,55,59,1,Kirkland,59,0,38,99,57,70,41,50,32,52,48,60,69,30,12061,65,62,62,55,47,17,0,54,49,64,0,0,3,87,85,95,65,660,27,66,29,26,1,81,25,37,10,31,0,31,53,0,0,30,1210
BLOB,BLOB,1,4479,0,0,88,0,81,61,33,32,52,24,54,2,4658,53,0,63,34,77,SpidellVictor_12063,47,Victor,12063,0,72,34,Clayton,1,1,0,36,85,48,83,45,27,37,25505,53,30,0,1,63,57,39,58,1,Spidell,44,0,41,99,66,79,41,33,35,33,34,49,74,38,12063,62,59,61,52,24,15,0,54,55,61,0,3,3,79,88,20,73,1055,12,70,14,11,1,89,26,36,37,32,0,61,44,0,0,34,1101
BLOB,BLOB,1,4480,0,0,89,0,87,65,47,36,48,36,54,0,3243,66,0,63,27,86,McDanielsCharleston_12066,36,Charleston,12066,0,72,8,Deerfield Beach,1,1,0,26,81,30,83,43,30,51,25505,54,30,0,1,60,49,59,68,1,McDaniels,77,0,32,99,71,64,40,40,26,58,35,57,75,30,12066,71,61,61,54,44,16,0,54,56,62,0,3,3,88,93,37,59,3573,26,67,35,28,1,89,32,30,36,45,0,27,43,1,0,27,1129
BLOB,BLOB,1,4481,0,0,74,0,71,70,32,35,42,34,51,3,4548,36,0,63,36,63,SilvaSimon_12067,43,Simon,12067,0,75,12,Frankfort,1,1,0,12,83,79,71,32,40,34,25505,68,32,0,1,42,80,33,34,1,Silva,33,0,42,99,31,34,47,34,32,33,34,35,32,32,12067,67,79,77,78,43,6,0,69,64,55,1,3,15,58,87,20,83,1833,21,33,28,17,1,85,14,12,13,31,0,137,56,0,0,36,1175
BLOB,BLOB,1,4482,0,0,91,0,87,57,74,58,38,40,62,0,2121,68,0,63,62,87,HarrisKareem_12068,29,Kareem,12068,0,74,41,Maryville,1,1,0,10,71,86,88,48,44,74,25505,31,68,0,1,36,36,73,44,1,Harris,29,0,30,99,34,36,66,23,72,73,35,19,24,60,12068,66,25,37,33,42,3,0,32,38,28,0,0,3,90,88,38,55,302,17,35,23,35,1,84,19,28,27,43,0,29,56,0,0,58,1162
BLOB,BLOB,1,4483,0,0,71,0,69,42,41,29,44,40,57,1,0,44,0,63,45,69,SearlesRiley_12069,31,Riley,12069,0,72,20,North Attleboro,1,1,0,24,79,45,52,77,65,47,25505,35,43,0,1,43,36,43,31,1,Searles,35,0,24,99,45,38,50,47,26,44,35,61,45,25,12069,69,26,36,48,35,19,0,47,37,46,0,3,5,69,88,46,48,2052,23,47,15,22,1,88,17,24,13,43,0,34,57,0,0,45,1210
BLOB,BLOB,1,4484,0,0,90,0,84,61,80,66,45,43,79,2,261,65,0,63,41,85,BarnesLance_12070,35,Lance,12070,0,72,42,San Antonio,1,1,0,54,84,39,81,28,32,60,25505,34,51,0,1,49,37,68,37,1,Barnes,32,0,35,99,42,47,36,45,52,73,58,6,46,48,12070,72,47,51,51,24,1,0,28,43,33,0,0,3,87,92,15,69,1746,16,45,26,12,1,91,18,26,20,44,0,36,47,1,0,57,1220
BLOB,BLOB,1,4485,0,0,89,0,87,68,51,36,45,38,48,0,3311,56,0,63,32,89,McNealMatt_12071,23,Matt,12071,0,69,8,Pahokee,1,1,0,48,78,37,85,35,31,51,25505,53,26,0,1,56,45,58,70,1,McNeal,58,0,29,99,70,62,42,39,31,60,35,54,59,29,12071,68,57,63,51,25,16,0,52,55,62,0,3,3,88,94,33,57,2682,29,57,17,14,1,85,17,29,29,44,0,17,53,1,0,30,1148
BLOB,BLOB,1,4486,0,0,83,0,73,85,37,28,60,25,50,3,5423,43,0,63,38,68,WrightDion_12072,79,Dion,12072,0,77,8,Pembroke Pines,1,1,0,7,81,99,77,36,46,39,25505,56,41,0,1,71,62,41,44,1,Wright,47,0,67,99,67,84,45,26,41,41,25,45,46,38,12072,75,57,59,51,42,12,0,49,50,54,0,3,5,71,93,20,82,4886,13,79,26,28,1,88,13,25,27,29,0,168,45,2,0,40,1131
BLOB,BLOB,1,4487,0,0,83,0,81,65,28,26,35,47,59,2,573,45,0,63,49,55,BradshawChristian_12076,58,Christian,12076,0,77,34,Cincinnati,1,1,0,5,80,62,79,28,37,45,25505,83,48,0,1,27,77,45,46,1,Bradshaw,49,0,31,99,33,51,52,28,45,43,24,34,44,48,12076,68,77,77,63,28,9,0,70,71,50,0,0,15,70,96,15,79,11,27,28,24,15,1,87,11,24,30,36,0,146,56,3,0,49,1114
BLOB,BLOB,1,4488,0,0,88,0,85,62,57,23,56,23,60,2,2679,66,0,63,42,80,KnightonCedrick_12077,55,Cedrick,12077,0,73,12,Chicago,1,1,0,27,85,55,86,35,40,46,25505,29,27,0,1,66,53,58,65,1,Knighton,57,0,51,99,67,78,48,24,41,58,25,52,80,38,12077,69,25,24,25,43,14,0,24,13,23,0,3,3,81,91,34,62,1788,19,82,32,33,1,85,28,24,28,37,0,77,50,2,0,42,1116
BLOB,BLOB,1,4489,0,0,87,0,83,72,77,68,36,24,64,0,0,89,0,63,64,75,FullertonNelson_12080,28,Nelson,12080,0,76,40,Beresford,1,1,0,44,79,31,85,24,35,61,25505,43,73,0,1,24,49,66,42,1,Fullerton,28,0,32,99,48,29,53,63,81,60,63,23,54,72,12080,73,44,54,51,38,4,0,54,56,47,0,3,12,78,96,36,67,845,19,30,27,28,1,90,31,18,33,33,0,104,49,3,0,79,1189
BLOB,BLOB,1,4490,0,0,93,0,89,64,69,57,40,38,73,2,2398,68,0,63,40,90,HuttonTyree_12083,31,Tyree,12083,0,70,22,Elk River,1,1,0,67,77,38,82,39,25,76,25505,36,57,0,1,43,46,69,52,1,Hutton,38,0,32,99,53,39,50,58,58,66,64,6,54,51,12083,69,47,52,48,46,1,0,32,44,33,0,0,8,88,86,15,66,4550,35,37,23,26,1,83,26,22,34,46,0,40,43,0,0,57,1173
